long;lat;year;c4_biomass;c3_biomass;dead_grass_biomass;savanna_tree_cover;forest_tree_cover;tree_leaf_biomass;tree_stem_biomass;trees_per_ha
32.25;-25.25;1985;1.08922;0.940713;0.789764;0.0409696;0.431706;2.96755;23.064;2562
31.75;-21.75;1985;0.76782;0.82272;0.274796;0.0391816;0.960818;3.33755;42.7047;3422
32.25;-22.25;1985;2.74442;1.1383;0.646432;0.117193;0.414535;2.42585;15.829;3329
31.75;-22.75;1985;2.02147;0.855835;0.559948;0.215265;0.0435565;1.39016;5.82193;5239
31.25;-25.25;1986;2.09669;1.70632;0.478861;0.348195;0.449854;2.3826;22.1574;4990
32.25;-24.25;1986;1.35733;0.962523;0.301648;0.0547499;0.649249;1.74075;20.4682;4361
31.25;-24.25;1986;1.43149;0.954593;0.374625;0.0307569;0.796169;2.2799;33.9293;2027
31.25;-22.75;1986;2.34904;1.26919;0.707375;0.224291;0.0361958;1.63741;5.03178;5208
31.75;-25.25;1986;1.59887;1.15681;0.254632;0.028936;0.615227;2.66208;32.8423;2637
31.25;-23.75;1986;3.33332;1.68645;0.826237;0.0941092;0.183666;1.28791;7.35601;3274
30.75;-25.25;1986;3.7645;2.71479;0.770108;0.1725;0.00426822;1.00235;4.79323;4041
30.75;-23.75;1986;4.61201;2.3785;1.15723;0.105735;0.238194;1.58732;12.7718;3127
30.75;-24.75;1986;3.70036;2.8765;0.299946;0.166031;0.00314908;0.70526;3.18496;2791
31.25;-24.75;1986;1.938;1.54335;0.516129;0.318511;0.309681;1.81488;15.6161;3927
32.25;-23.25;1986;1.77047;0.976459;0.315197;0.281458;0.329563;1.51211;13.4507;4120
32.25;-22.75;1986;2.62922;1.18174;0.4381;0.365065;0.0120918;1.7511;8.91481;5939
31.25;-22.25;1986;2.04347;1.22002;0.634196;0.23052;0.00769927;1.47812;5.22946;5795
32.25;-21.75;1986;2.06399;1.36691;0.386442;0.0366016;0.399264;2.55636;17.8708;2230
30.75;-22.75;1986;3.20213;1.96554;0.853523;0.0501622;0.415455;2.14005;25.367;2358
31.75;-24.75;1986;1.89153;1.34882;0.698824;0.0439359;0.276765;1.77936;15.8085;2254
31.25;-21.75;1986;2.68026;1.44299;0.781847;0.0273041;0.208708;1.27331;10.9567;1833
31.75;-23.25;1986;2.40756;1.17312;0.659994;0.209788;0.0759767;2.05626;6.76093;4433
31.75;-24.25;1986;1.82315;1.12939;0.549201;0.358805;0.00107255;1.51024;7.87966;5269
30.75;-24.25;1986;4.05731;2.16287;0.693293;0.178087;0.0405061;1.85022;8.26945;3596
32.25;-23.75;1986;1.54208;0.97023;0.481746;0.260045;0.107464;1.91722;8.18649;4591
30.75;-21.75;1986;2.05355;1.18107;0.646718;0.226518;0.00221314;1.18515;4.82;6798
30.75;-23.25;1986;3.20559;1.77713;0.485257;0.119653;0.357075;2.01334;17.6729;4009
32.25;-24.75;1986;1.29421;0.938159;0.274663;0.0112269;0.972269;2.83554;47.695;3381
30.75;-22.25;1986;1.72206;1.11388;0.567982;0.310163;0.057454;1.40703;6.93985;5536
31.75;-22.25;1986;2.90415;1.46298;0.697035;0.296231;0.0600289;1.48209;8.12779;4655
31.25;-23.25;1986;1.65647;1.10029;0.533385;0.23672;0.172891;1.47479;11.799;4745
