year;type;count;calfCount;lat;lon
1989;OB;1;0;-23.32909996935178;31.506199384145496
1989;OB;1;0;-23.329100001648445;31.52489940019651
1989;OB;5;0;-23.343699965173567;31.039498549290713
1989;OB;6;0;-23.37289994265924;31.037398572434267
1989;OB;1;0;-23.458299988564267;31.204098863925285
1989;OB;1;0;-23.602000024500377;31.237398995606213
1989;OB;1;0;-23.387500031841004;31.285399003456995
1989;OB;3;0;-23.460400017888052;31.341599083502448
1989;OB;1;0;-23.556200004165166;31.30619906713398
1989;OB;1;0;-23.508299962454842;31.356199165617564
1989;OB;2;0;-23.504099967241803;31.3728991537881
1989;OB;1;0;-23.537500002641455;31.39789923352785
1989;OB;3;0;-23.497900032832018;31.435399281564266
1989;OB;3;0;-23.520799983449024;31.47909927368573
1989;OB;6;0;-23.53329999459035;31.485399334677496
1989;OB;1;0;-23.543700022462364;31.433299278668994
1989;OB;1;0;-23.56449996166953;31.4498992907082
1989;OB;1;0;-23.57500001906838;31.44789923157529
1989;OB;5;0;-23.581199963886476;31.445799244230564
1989;OB;7;0;-23.58750001517157;31.443699233531568
1989;OB;5;0;-23.583299991088094;31.47489935274482
1989;OB;1;0;-23.583300047994683;31.489499351656043
1989;OB;2;0;-23.558299986931736;31.49989932648503
1989;OB;3;0;-23.570800006838713;31.501999355217844
1989;OB;4;0;-23.576999993357603;31.506199344911686
1989;OB;3;0;-23.56040002764791;31.526999416021273
1989;OB;1;0;-23.556200016504928;31.537399429643013
1989;OB;4;0;-23.558299999730384;31.539499366935093
1989;OB;2;0;-23.575000024084986;31.537399423297785
1989;OB;2;0;-23.600000012620832;31.601999461989706
1989;OB;1;0;-23.65199995561714;31.214498927463975
1989;OB;1;0;-23.708299990497775;31.160398823386345
1989;OB;1;0;-23.726999979302516;31.160398872099165
1989;OB;1;0;-23.679099989270526;31.14989884775107
1989;OB;2;0;-23.779099954374527;31.160398801214246
1989;OB;1;0;-23.810399998290475;31.18739889151885
1989;OB;1;0;-23.72079998459196;31.291599093586886
1989;OB;6;0;-23.73120002976992;31.268699056477107
1989;OB;3;0;-23.747899955293356;31.27909900002174
1989;OB;1;0;-23.73119996963211;31.30619903606719
1989;OB;3;0;-23.747900017740022;31.30199908236238
1989;OB;1;0;-23.756199980487818;31.358299146301462
1989;OB;1;0;-23.79789996130653;31.320799141799853
1989;OB;1;0;-23.816599992391822;31.31869904765274
1989;OB;4;0;-23.827000006847054;31.30409906358607
1989;OB;1;0;-23.84999996334265;31.310399077623963
1989;OB;1;0;-23.8583000325951;31.308299117898983
1989;OB;1;0;-23.864499997558458;31.30619907803206
1989;OB;1;0;-23.82290003500691;31.35619911845449
1989;OB;1;0;-23.83330003180742;31.356199190377147
1989;OB;1;0;-23.839499988798178;31.34789917686994
1989;OB;2;0;-23.83949996652693;31.360399132837795
1989;OB;15;0;-23.851999975016334;31.351999187334602
1989;OB;1;0;-23.862500026025298;31.33739910947351
1989;OB;5;0;-23.610400010987156;31.474899324537365
1989;OB;6;0;-23.608299995814335;31.48739930292444
1989;OB;2;0;-23.614500027876552;31.483299364465182
1989;OB;6;0;-23.637500014687955;31.4936993259817
1989;OB;3;0;-23.64580003422047;31.48329931563643
1989;OB;1;0;-23.735399958645413;31.429099268358414
1989;OB;1;0;-23.75200003179022;31.441599237919252
1989;OB;1;0;-23.747900045189592;31.47289928246002
1989;OB;7;0;-23.71450002919687;31.48949929701104
1989;OB;6;0;-23.76659997967729;31.412399257187236
1989;OB;2;0;-23.77290000259667;31.4332992127951
1989;OB;1;0;-23.774999986300745;31.397899240492084
1989;OB;2;0;-23.789499960674192;31.397899231414115
1989;OB;1;0;-23.795800013774777;31.397899209668832
1989;OB;2;0;-23.789500019724333;31.431199299884014
1989;OB;4;0;-23.866600021612907;31.381199214400677
1989;OB;1;0;-23.86040004532489;31.495799310807648
1989;OB;3;0;-23.84160002138626;31.454099285097495
1989;OB;4;0;-23.83950001331265;31.46239933138084
1989;OB;2;0;-23.810400008978267;31.46659930619996
1989;OB;1;0;-23.770799969881317;31.48539937011711
1989;OB;1;0;-23.63949997695618;31.499899366541996
1989;OB;1;0;-23.733299970828657;31.497899381122387
1989;OB;4;0;-23.722900000457994;31.535399346447537
1989;OB;2;0;-23.73950000270531;31.539499375293957
1989;OB;3;0;-23.752000031837586;31.531199353256717
1989;OB;1;0;-23.766600022024036;31.576999478148952
1989;OB;1;0;-23.77080005356428;31.574899458948863
1989;OB;1;0;-23.79160004560742;31.54789939086102
1989;OB;1;0;-23.822899997381732;31.558299372868508
1989;OB;1;0;-23.84370002734579;31.55199942192103
1989;OB;3;0;-23.633300031012638;31.668699501681047
1989;OB;2;0;-23.65620000450516;31.65199948925429
1989;OB;1;0;-23.664500029253322;31.65409946316234
1989;OB;5;0;-23.666600011869058;31.622899505435104
1989;OB;7;0;-23.67080005599803;31.612399492217342
1989;OB;4;0;-23.74369996891736;31.62489947018182
1989;OB;3;0;-23.750000046044338;31.624899434790905
1989;OB;3;0;-23.78120002775321;31.601999484733355
1989;OB;2;0;-23.791599971035517;31.622899504200937
1989;OB;1;0;-23.795800032998702;31.585399453088456
1989;OB;1;0;-23.800000018323306;31.59579941051528
1989;OB;4;0;-23.833300027520863;31.585399401990166
1989;OB;1;0;-23.83750001185515;31.593699475253064
1989;OB;1;0;-23.83540005157453;31.60199941732251
1989;OB;1;0;-23.858300013346565;31.651999497936416
1989;OB;1;0;-23.83950005133517;31.664499507726234
1989;OB;4;0;-23.933299956718056;31.22909890770852
1989;OB;1;0;-23.96450002377184;31.239498924604614
1989;OB;1;0;-23.956199974104237;31.176998864110466
1989;OB;3;0;-23.981199943108717;31.18949884798153
1989;OB;1;0;-23.876999979464703;31.316599044703164
1989;OB;1;0;-23.885399970139005;31.32079908300577
1989;OB;1;0;-23.87910000828099;31.3540991222961
1989;OB;4;0;-23.88540002247877;31.38739921474323
1989;OB;3;0;-23.889500006658288;31.531199355330546
1989;OB;1;0;-23.92700005027322;31.535399413375643
1989;OB;3;0;-23.9249999814955;31.54579939810995
1989;OB;1;0;-23.970799979439978;31.55619937811946
1989;OB;2;0;-23.872900022781575;31.572899469127602
1989;OB;1;0;-23.899999980958565;31.601999435041574
1989;OB;1;0;-23.920799997811457;31.624899451033645
1989;OB;1;0;-23.9625000441675;31.6040994193802
1989;OB;3;0;-23.872900031858226;31.65199947819041
1989;OB;1;0;-23.879099997333075;31.651999488220838
1989;OB;1;0;-23.924999998009795;31.708299595380264
1989;OB;1;0;-23.96040003490769;31.73739958844219
1989;OB;1;0;-24.018700020397105;31.674899497297787
1989;OB;2;0;-24.037499984892168;31.67489951646564
1989;OB;2;0;-24.05410005474664;31.6790995211941
1989;OB;2;0;-24.05200000764347;31.73329954721156
1989;OB;1;0;-24.05409999646254;31.476999283100067
1989;OB;1;0;-24.137499985793706;31.489499345227312
1989;OB;5;0;-24.191600005592967;31.52289934534058
1989;OB;1;0;-24.199999993058388;31.524899419053753
1989;OB;3;0;-24.210400008178944;31.516599326484215
1989;OB;1;0;-24.199999998754027;31.451999291807407
1989;OB;2;0;-24.19999998354276;31.547899399179393
1989;OB;1;0;-24.175000046274;31.56239943087946
1989;OB;1;0;-24.160399992800425;31.558299396400514
1989;OB;1;0;-24.052000000088324;31.6769995297946
1989;OB;1;0;-24.13949998345039;31.724899562469208
1989;OB;2;0;-24.229100001672503;31.595799438089944
1989;OB;2;0;-24.218700038099854;31.61659951911983
1989;OB;1;0;-24.05000003654029;31.739499629784792
1989;OB;1;0;-23.993700007027897;31.774899594595755
1989;OB;1;0;-24.064499976856897;31.841599655534115
1989;OB;2;0;-24.260400033838437;31.454099299281438
1989;OB;2;0;-24.275000047516315;31.456199274122252
1989;OB;1;0;-24.301999989670527;31.45199926255016
1989;OB;5;0;-24.310399983872482;31.454099291602898
1989;OB;1;0;-24.287500024042018;31.491599328999577
1989;OB;2;0;-24.45410002500787;31.42489928888546
1989;OB;3;0;-24.36040002521124;31.549899402846137
1989;OB;1;0;-24.34790003890341;31.558299409635374
1989;OB;2;0;-24.347899991168024;31.574899486061394
1989;OB;3;0;-24.281200055163623;31.662399547763986
1989;OB;1;0;-24.335399969925568;31.660399523757995
1989;OB;1;0;-24.3541000134514;31.67079950276847
1989;OB;1;0;-24.333299968842805;31.691599550628215
1989;OB;3;0;-24.377000048717814;31.679099517706778
1989;OB;1;0;-24.297900040968948;31.822899611914686
1989;OB;6;0;-24.347900045616434;31.831199706157232
1989;OB;2;0;-24.354100012685063;31.81039961981312
1989;OB;2;0;-24.366599984372392;31.801999636369256
1989;OB;1;0;-24.391600035480334;31.797899610794335
1989;OB;1;0;-24.399999975167887;31.779099618245894
1989;OB;1;0;-24.41450002711153;31.783299606812097
1989;OB;1;0;-24.437499971265773;31.768699628619615
1989;OB;1;0;-24.43950003530612;31.770799595085354
1989;OB;6;0;-24.4520000071518;31.849899635024652
1989;OB;2;0;-24.391600038408807;31.910399693111135
1989;OB;1;0;-24.36250000275457;31.89789969762636
1989;OB;1;0;-24.364500046642178;31.966599734786413
1989;OB;1;0;-24.41250001693997;31.960399747423054
1989;OB;2;0;-24.51040004708005;31.52079942718493
1989;OB;5;0;-24.620799993821024;31.666599578956134
1989;OB;2;0;-24.672899967416644;31.597899431952563
1989;OB;4;0;-24.679100037536166;31.597899468397543
1989;OB;4;0;-24.695800041889644;31.61449944141168
1989;OB;7;0;-24.727000052670128;31.608299433738864
1989;OB;1;0;-24.722899983582174;31.63329948888595
1989;OB;2;0;-24.72699997781834;31.639499467783107
1989;OB;2;0;-24.71870000256443;31.63949946829132
1989;OB;1;0;-24.70830004546311;31.72699957229452
1989;OB;2;0;-24.579100025336416;31.708299611657935
1989;OB;2;0;-24.520799989318064;31.658299526357094
1989;OB;2;0;-24.518699974597837;31.697899515734377
1989;OB;1;0;-24.510399999143996;31.689499550273865
1989;OB;1;0;-24.48750000924281;31.68329951025601
1989;OB;2;0;-24.47910002164931;31.7436995531186
1989;OB;2;0;-24.47289997743684;31.795799597123064
1989;OB;2;0;-24.476999984698804;31.839499678804863
1989;OB;1;0;-24.483300027736277;31.833299681944073
1989;OB;1;0;-24.483299973217857;31.8415996517599
1989;OB;1;0;-24.56659997873626;31.83949967831696
1989;OB;1;0;-24.57500002396226;31.829099674095247
1989;OB;1;0;-24.585400016482353;31.826999710535105
1989;OB;2;0;-24.602000038880952;31.8394997031893
1989;OB;1;0;-24.606199976920607;31.81659968340982
1989;OB;2;0;-24.60830000643002;31.799899628351586
1989;OB;3;0;-24.612500009789123;31.80199964607832
1989;OB;1;0;-24.637500025405163;31.841599683142373
1989;OB;2;0;-24.647900044020247;31.837399658990304
1989;OB;2;0;-24.65829997893554;31.841599645692632
1989;OB;1;0;-24.675000044146582;31.841599682087338
1989;OB;6;0;-24.685400057974142;31.83119963338127
1989;OB;1;0;-24.676999973551688;31.814499618987508
1989;OB;4;0;-24.6875000141693;31.81039962114967
1989;OB;2;0;-24.591599992754983;31.751999646766652
1989;OB;3;0;-24.595800015743823;31.751999578093734
1989;OB;1;0;-24.666600029664675;31.75409958921911
1989;OB;1;0;-24.679100017800657;31.75409961714663
1989;OB;3;0;-24.706200014921393;31.83329968900769
1989;OB;2;0;-24.7166000586907;31.841599695097603
1989;OB;1;0;-24.514500006477068;31.851999677308555
1989;OB;1;0;-24.489500005357097;31.93739971150454
1989;OB;1;0;-24.51250001179153;31.87909971136344
1989;OB;2;0;-24.583299978421053;31.897899756722666
1989;OB;1;0;-24.556200011923618;31.929099700982643
1989;OB;1;0;-24.57910005841372;31.92699972758347
1989;OB;2;0;-24.59370004276171;31.95829979341075
1989;OB;3;0;-24.591600030966436;31.964499791303346
1989;OB;5;0;-24.597900044250345;31.962399786934796
1989;OB;1;0;-24.61250006326336;31.970799758361213
1989;OB;1;0;-24.618700014108164;31.972899763846133
1989;OB;1;0;-24.652000001782195;31.887399675715127
1989;OB;1;0;-24.677000014255558;31.89369969832933
1989;OB;1;0;-24.693699978803146;31.897899683667625
1989;OB;2;0;-24.693700008997777;31.87909970321169
1989;OB;1;0;-24.70830006001827;31.87699965655286
1989;OB;3;0;-24.716599988442816;31.879099728499565
1989;OB;1;0;-24.73750005500622;31.879099707093424
1989;OB;3;0;-24.72079998404474;31.904099755830146
1989;OB;3;0;-24.737500002753123;31.908299694605613
1989;OB;7;0;-24.756200016776933;31.62079953085586
1989;OB;2;0;-24.895800046620383;31.610399516591848
1989;OB;3;0;-24.895800026958696;31.62079949070631
1989;OB;6;0;-24.958300054867873;31.614499469024633
1989;OB;3;0;-24.939499972860013;31.620799467491914
1989;OB;1;0;-24.94789996638975;31.641599480451
1989;OB;1;0;-24.939499986949738;31.689499550346813
1989;OB;1;0;-24.962499985593926;31.66239957667394
1989;OB;1;0;-24.968699994965114;31.6561994978326
1989;OB;1;0;-24.752000015244153;31.679099575591096
1989;OB;1;0;-24.747899979379604;31.69989958376775
1989;OB;1;0;-24.752000050820186;31.701999549515726
1989;OB;3;0;-24.775000027430462;31.685399528581858
1989;OB;3;0;-24.78750004052245;31.695799602489743
1989;OB;1;0;-24.900000034836783;31.801999654979088
1989;OB;2;0;-24.91449998415481;31.79159968947865
1989;OB;2;0;-24.96249999089774;31.804099677615564
1989;OB;3;0;-24.822899971632587;31.831199720484392
1989;OB;1;0;-24.83749997418373;31.831199699166074
1989;OB;6;0;-24.797900009312798;31.87489968755548
1989;OB;2;0;-24.7583000256075;31.918699770023245
1989;OB;1;0;-24.78330000615093;31.970799736324437
1989;OB;1;0;-24.79790003820342;31.893699708042252
1989;OB;2;0;-24.814500023573974;31.895799741701705
1989;OB;1;0;-24.87500005731259;31.887399673912988
1989;OB;1;0;-24.87290005356385;31.9436997039556
1989;OB;2;0;-24.854099998752208;31.979099787788915
1989;OB;2;0;-24.870800039423447;31.98739973426509
1989;OB;1;0;-24.88950005344528;31.983299754133263
1989;OB;1;0;-24.964500034960928;32.01449977616412
1989;OB;1;0;-25.0104000048959;31.86239966128942
1989;OB;1;0;-25.091600025131843;31.876999754353857
1989;OB;1;0;-24.975000040566297;31.887399700880263
1989;OB;1;0;-24.958300001160502;31.916599738593504
1989;OB;1;0;-25.03329999511145;31.93329975847943
1989;OB;4;0;-25.04789998772132;31.93949977053851
1989;OB;5;0;-25.03120003500288;31.96039978780773
1989;OB;1;0;-25.11660000886372;31.970799720428722
1989;OB;4;0;-25.131199973689412;31.979099749483332
1989;OB;1;0;-25.13540000240442;31.94789978028377
1989;OB;6;0;-25.143700023719216;31.962399769623115
1989;OB;1;0;-25.156199994619147;31.964499780395425
1989;OB;2;0;-25.147899993665593;31.991599806769003
1989;OB;2;0;-25.17909999423792;31.92909977853277
1989;OB;1;0;-25.17909999423792;31.92909977853277
1989;OB;1;0;-25.18119999396463;31.920799704511037
1989;OB;4;0;-25.18119999396463;31.920799704511037
1989;OB;1;0;-25.14579997522037;31.88739972149185
1989;OB;2;0;-25.18120002980289;31.87699972434639
1989;OB;1;0;-25.050000001924616;31.80199962447741
1989;OB;3;0;-25.07080003208052;31.820799625174057
1989;OB;1;0;-25.083300012189266;31.787399647716214
1989;OB;1;0;-25.091600005304414;31.787399651761973
1989;OB;1;0;-25.135400011288716;31.651999558659394
1989;OB;3;0;-25.14159999965268;31.672899550030685
1989;OB;1;0;-25.03750000422403;31.712399583999115
1989;OB;2;0;-25.09370005498902;31.731199571307467
1989;OB;2;0;-25.0999999704688;31.731199627294103
1989;OB;2;0;-25.068699988161853;31.633299496316454
1989;OB;1;0;-24.993699967236644;31.664499499925856
1989;OB;3;0;-24.98120005067787;31.67909951819694
1989;OB;1;0;-24.997900051212092;31.674899567281624
1989;OB;2;0;-24.98540000509664;31.6894995867301
1989;OB;1;0;-24.993699986729297;31.68739952299425
1989;OB;4;0;-24.985399974722423;31.697899550667092
1989;OB;1;0;-24.97699996931929;31.701999595435666
1989;OB;4;0;-25.10199997747977;31.537399429741274
1989;OB;2;0;-25.06039996762378;31.581199505656937
1989;OB;1;0;-25.056200053165604;31.56239947241454
1989;OB;2;0;-25.06039999782539;31.547899464168836
1989;OB;1;0;-25.07080004241402;31.52699940187241
1989;OB;2;0;-25.043700042092812;31.524899379557457
1989;OB;1;0;-25.039500041937412;31.526999404535058
1989;OB;3;0;-25.014500043527534;31.556199387432763
1989;OB;8;0;-24.976999988638067;31.551999374289387
1989;OB;1;0;-24.9874999722655;31.493699339133187
1989;OB;1;0;-25.01449998718237;31.42909925303214
1989;OB;1;0;-25.179099962706278;31.376999202506646
1989;OB;1;0;-25.13749998425805;31.379099227703072
1989;OB;1;0;-25.014500009774583;31.374899185734247
1989;OB;1;0;-25.00620000286627;31.3832991782713
1989;OB;3;0;-25.0144999753873;31.38739921299062
1989;OB;2;0;-25.045800014284556;31.235398966434285
1989;OB;2;0;-25.06039998406619;31.229098940000075
1989;OB;3;0;-25.1061999768439;31.279099105596867
1989;OB;2;0;-25.44999996373729;31.314499110256385
1989;OB;1;0;-25.44579995621587;31.324899164428686
1989;OB;1;0;-25.450000005427174;31.324899105082885
1989;OB;1;0;-25.44580001195817;31.331199177930824
1989;OB;1;0;-25.447899960423904;31.335399117394545
1989;OB;1;0;-25.460400021933907;31.33539918308922
1989;OB;2;0;-25.466599996851443;31.337399138638112
1989;OB;1;0;-25.485400039051942;31.329099178608313
1989;OB;1;0;-25.485400020198462;31.49579937279652
1989;OB;2;0;-25.326999976318017;31.264499040622276
1989;OB;2;0;-25.350000010934153;31.279099038104377
1989;OB;1;0;-25.393699990829585;31.29989913728224
1989;OB;1;0;-25.418700002623833;31.324899146343476
1989;OB;2;0;-25.26449997559755;31.347899208766236
1989;OB;3;0;-25.266600024056846;31.356199229715433
1989;OB;1;0;-25.26249998352015;31.36449914918799
1989;OB;1;0;-25.26660002166016;31.36659915201968
1989;OB;4;0;-25.270799978873914;31.36869924397823
1989;OB;2;0;-25.251999987268913;31.368699217836017
1989;OB;4;0;-25.258300031176226;31.36869923018601
1989;OB;1;0;-25.250000015811114;31.376999202999382
1989;OB;2;0;-25.24579996431154;31.38539919894037
1989;OB;1;0;-25.262500011350184;31.372899246854953
1989;OB;1;0;-25.262499992191483;31.383299271681814
1989;OB;1;0;-25.266599966999948;31.38539922505598
1989;OB;1;0;-25.274999990928354;31.38329926666429
1989;OB;2;0;-25.318700039701348;31.406199300312693
1989;OB;2;0;-25.406199970646302;31.385399200703798
1989;OB;1;0;-25.389499990846364;31.40409925828882
1989;OB;3;0;-25.408300002362328;31.541599395818768
1989;OB;2;0;-25.377000023953045;31.556199442126506
1989;OB;1;0;-25.35829996452798;31.554099432969732
1989;OB;2;0;-25.347900004781565;31.58949951070966
1989;OB;11;0;-25.387500024402737;31.59159942308405
1989;OB;3;0;-25.39160003449698;31.604099526757224
1989;OB;4;0;-25.406200051783046;31.662399584850096
1989;OB;3;0;-25.370800051356678;31.729099600320595
1989;OB;1;0;-25.37910003913176;31.749899638310794
1989;OB;1;0;-25.31039999116691;31.73949965288689
1989;OB;2;0;-25.379100001126105;31.885399696974176
1989;OB;1;0;-25.366599998694717;31.887399703997485
1989;OB;3;0;-25.318700061760495;31.906199752256185
1989;OB;2;0;-25.3937000511305;31.976999790012105
1989;OB;2;0;-25.40200004713557;31.98119975350482
1989;OB;3;0;-25.41250000607397;31.964499761517185
1989;OB;1;0;-25.31039998039403;31.964499753921807
1989;OB;3;0;-25.314500000823834;31.976999758397227
