year,type,count,calfCount,utmX,utmY
1989,BB,2.00,0.00,356505.92,7347136.91
1989,BB,11.00,0.00,362640.33,7348348.73
1989,OB,3.00,0.00,362750.57,7359191.58
1989,OB,1.00,0.00,362757.11,7358505.04
1989,BB,3.00,0.00,362973.16,7358274.53
1989,BB,1.00,0.00,362977.58,7357809.46
1989,BB,4.00,0.00,367020.26,7356695.64
1989,BB,3.00,0.00,366821.42,7355076.97
1989,BB,2.00,0.00,369137.92,7356715.04
1989,BB,5.00,0.00,370398.09,7358110.69
1989,BB,9.00,0.00,370418.82,7355807.49
1989,BB,2.00,0.00,371681.09,7356970.49
1989,BB,3.00,0.00,371687.31,7356272.89
1989,OB,1.00,0.00,368536.25,7353475.93
1989,BB,3.00,0.00,367270.24,7352777.70
1989,BB,9.00,0.00,375097.62,7355151.21
1989,BB,4.00,0.00,376793.33,7354479.26
1989,BB,2.00,0.00,379363.31,7351500.08
1989,BB,2.00,0.00,377885.28,7350568.47
1989,BB,2.00,0.00,378102.93,7350105.22
1989,OB,1.00,0.00,371533.31,7349582.82
1989,BB,2.00,0.00,378142.17,7345487.78
1989,OB,1.00,0.00,365234.04,7343068.71
1989,OB,2.00,0.00,365253.65,7340986.91
1989,OB,2.00,0.00,365698.06,7339152.73
1989,BB,2.00,0.00,367813.14,7339172.46
1989,BB,3.00,0.00,367815.29,7338939.92
1989,BB,2.00,0.00,368460.18,7338480.75
1989,BB,4.00,0.00,368250.84,7338024.77
1989,OB,2.00,0.00,371207.34,7339436.01
1989,BB,1.00,0.00,371618.09,7340126.30
1989,BB,3.00,0.00,371611.83,7340823.92
1989,OB,1.00,0.00,345146.59,7338944.80
1989,BB,4.00,0.00,347060.90,7338732.83
1989,OB,1.00,0.00,346517.18,7329722.71
1989,BB,1.00,0.00,348440.02,7328591.47
1989,OB,5.00,0.00,349974.72,7323767.82
1989,OB,1.00,0.00,350187.71,7322839.74
1989,OB,3.00,0.00,349356.85,7321679.10
1989,BB,4.00,0.00,345334.75,7321635.82
1989,BB,9.00,0.00,344499.25,7320939.99
1989,BB,2.00,0.00,344278.43,7321624.26
1989,BB,6.00,0.00,344270.77,7322321.94
1989,OB,1.00,0.00,342782.75,7322759.64
1989,BB,5.00,0.00,341744.25,7321142.10
1989,BB,3.00,0.00,352981.05,7318948.31
1989,BB,1.00,0.00,353184.66,7319880.74
1989,OB,2.00,0.00,352523.94,7322864.21
1989,OB,1.00,0.00,353968.31,7325647.93
1989,OB,1.00,0.00,353535.11,7327260.45
1989,BB,4.00,0.00,357549.38,7328231.53
1989,BB,6.00,0.00,357759.58,7327535.91
1989,BB,2.00,0.00,359431.35,7330088.67
1989,BB,4.00,0.00,360438.47,7335181.89
1989,OB,1.00,0.00,365482.33,7339383.27
1989,BB,7.00,0.00,365965.80,7333385.46
1989,BB,10.00,0.00,365965.80,7333385.46
1989,BB,2.00,0.00,365811.12,7327149.04
1989,OB,1.00,0.00,370441.22,7329739.09
1989,OB,2.00,0.00,357421.75,7319691.42
1989,BB,3.00,0.00,357824.23,7321079.84
1989,OB,2.00,0.00,359522.59,7320864.19
1989,OB,1.00,0.00,371835.82,7339663.14
1989,OB,1.00,0.00,375381.29,7345929.14
1989,BB,3.00,0.00,385398.94,7340010.87
1989,OB,1.00,0.00,382231.29,7338146.89
1989,OB,2.00,0.00,343070.15,7316073.05
1989,OB,2.00,0.00,343301.27,7314458.54
1989,OB,1.00,0.00,342908.13,7311463.70
1989,OB,5.00,0.00,343131.61,7310535.81
1989,OB,1.00,0.00,346909.99,7313113.61
1989,BB,2.00,0.00,346701.75,7312657.25
1989,BB,3.00,0.00,345869.41,7311717.84
1989,BB,9.00,0.00,346501.11,7311503.20
1989,BB,3.00,0.00,349197.55,7316604.84
1989,BB,3.00,0.00,349239.34,7312684.55
1989,BB,5.00,0.00,350351.22,7307391.19
1989,BB,2.00,0.00,342654.56,7296918.08
1989,BB,3.00,0.00,338248.15,7293866.31
1989,BB,3.00,0.00,339086.87,7294108.57
1989,BB,6.00,0.00,339728.18,7293883.31
1989,BB,6.00,0.00,340569.56,7293892.90
1989,OB,2.00,0.00,340348.74,7294588.19
1989,BB,1.00,0.00,359997.21,7294565.50
1989,BB,19.00,0.00,352326.60,7300943.91
1989,BB,2.00,0.00,353378.91,7301187.51
1989,BB,2.00,0.00,353584.63,7301887.41
1989,BB,12.00,0.00,350170.43,7305307.06
1989,OB,3.00,0.00,352911.99,7305103.36
1989,OB,1.00,0.00,353749.78,7306496.51
1989,BB,2.00,0.00,353969.96,7305812.12
1989,BB,3.00,0.00,354589.48,7306737.78
1989,OB,2.00,0.00,355433.97,7306513.89
1989,BB,3.00,0.00,355219.22,7307663.52
1989,BB,3.00,0.00,351805.97,7309942.84
1989,BB,5.00,0.00,351372.87,7311555.30
1989,BB,2.00,0.00,350706.67,7314084.56
1989,BB,3.00,0.00,351546.78,7314325.99
1989,BB,12.00,0.00,351517.73,7317094.54
1989,BB,5.00,0.00,357702.27,7313004.88
1989,BB,11.00,0.00,363806.31,7315833.73
1989,BB,3.00,0.00,364026.21,7315138.13
1989,OB,3.00,0.00,364240.30,7313988.40
1989,BB,13.00,0.00,365713.57,7314921.68
1989,BB,5.00,0.00,366546.65,7317011.61
1989,BB,8.00,0.00,367609.07,7316323.88
1989,OB,1.00,0.00,364095.06,7307984.43
1989,OB,1.00,0.00,365170.09,7305923.74
1989,OB,1.00,0.00,367258.54,7308247.13
1989,OB,3.00,0.00,366036.24,7303395.85
1989,BB,4.00,0.00,361053.75,7294343.43
1989,BB,10.00,0.00,361694.66,7294117.19
1989,BB,2.00,0.00,364644.37,7294145.97
1989,BB,2.00,0.00,365045.70,7296686.03
1989,BB,9.00,0.00,367817.05,7294176.24
1989,BB,9.00,0.00,367356.37,7297870.92
1989,BB,2.00,0.00,370065.65,7302049.28
1989,OB,1.00,0.00,380547.50,7312286.19
1989,OB,6.00,0.00,381436.40,7306756.59
1989,OB,2.00,0.00,379332.11,7306052.13
1989,OB,2.00,0.00,378491.91,7304660.62
1989,BB,5.00,0.00,377441.03,7304186.39
1989,BB,5.00,0.00,376382.05,7304642.25
1989,BB,2.00,0.00,382103.96,7302155.32
1989,BB,9.00,0.00,380635.39,7301910.37
1989,OB,1.00,0.00,378100.00,7301888.63
1989,OB,1.00,0.00,376201.57,7300941.80
1989,OB,1.00,0.00,376641.58,7299339.86
1989,OB,1.00,0.00,375183.81,7296779.84
1989,OB,1.00,0.00,375398.67,7296560.25
1989,BB,8.00,0.00,375404.87,7295862.61
1989,OB,6.00,0.00,383429.10,7295244.96
1989,OB,2.00,0.00,389509.12,7301982.87
1989,OB,1.00,0.00,388215.87,7305195.19
1989,BB,2.00,0.00,388199.36,7307276.96
1989,BB,2.00,0.00,388186.54,7308893.66
1989,BB,9.00,0.00,391341.53,7310302.53
1989,BB,7.00,0.00,393240.50,7311468.69
1989,BB,4.00,0.00,395803.09,7308021.78
1989,BB,10.00,0.00,394122.60,7306171.02
1989,BB,14.00,0.00,394131.25,7305019.41
1989,OB,1.00,0.00,395186.16,7305027.30
1989,BB,2.00,0.00,394571.12,7303173.39
1989,BB,5.00,0.00,394579.75,7302021.79
1989,OB,1.00,0.00,394597.10,7299707.49
1989,OB,2.00,0.00,350137.31,7288460.52
1989,BB,3.00,0.00,352472.32,7287100.88
1989,BB,14.00,0.00,351922.17,7278788.19
1989,BB,1.00,0.00,353987.66,7283661.17
1989,BB,17.00,0.00,353787.02,7282507.19
1989,BB,12.00,0.00,356737.44,7283224.48
1989,BB,11.00,0.00,359469.86,7283484.84
1989,BB,21.00,0.00,359883.71,7284640.85
1989,BB,2.00,0.00,361156.75,7283966.89
1989,BB,5.00,0.00,361355.72,7285353.28
1989,BB,6.00,0.00,362065.96,7277053.78
1989,OB,5.00,0.00,365028.96,7276385.08
1989,OB,2.00,0.00,358132.92,7270546.08
1989,OB,4.00,0.00,358139.94,7269859.45
1989,OB,4.00,0.00,359838.37,7268027.07
1989,BB,6.00,0.00,358814.34,7265247.76
1989,OB,7.00,0.00,359246.17,7264565.45
1989,BB,3.00,0.00,359468.03,7263637.35
1989,BB,2.00,0.00,360309.88,7263413.28
1989,OB,1.00,0.00,361770.41,7265044.98
1989,OB,2.00,0.00,362402.07,7264597.17
1989,OB,2.00,0.00,362392.94,7265516.35
1989,BB,6.00,0.00,368006.87,7274110.00
1989,BB,3.00,0.00,368011.28,7273644.88
1989,BB,1.00,0.00,365726.87,7270167.50
1989,E,1.00,0.00,367002.88,7269016.87
1989,BB,3.00,0.00,371254.78,7264449.70
1989,OB,1.00,0.00,371233.37,7266753.14
1989,BB,16.00,0.00,371428.67,7268604.51
1989,BB,7.00,0.00,369241.81,7277344.53
1989,BB,2.00,0.00,372177.23,7278534.66
1989,BB,2.00,0.00,371917.60,7284756.39
1989,BB,3.00,0.00,369643.94,7278732.68
1989,BB,5.00,0.00,369224.45,7279193.91
1989,BB,3.00,0.00,368171.40,7279183.98
1989,BB,12.00,0.00,369408.98,7282196.98
1989,OB,2.00,0.00,369207.10,7281043.28
1989,BB,3.00,0.00,368153.91,7281033.36
1989,BB,1.00,0.00,365831.45,7280313.47
1989,BB,10.00,0.00,364981.96,7281235.59
1989,BB,4.00,0.00,364333.95,7283300.38
1989,BB,10.00,0.00,363259.17,7284441.72
1989,BB,9.00,0.00,357498.24,7291073.73
1989,BB,2.00,0.00,358131.17,7290626.06
1989,OB,2.00,0.00,364080.85,7287451.13
1989,BB,5.00,0.00,366190.44,7287238.90
1989,OB,2.00,0.00,368090.74,7287722.11
1989,OB,1.00,0.00,367230.96,7288633.20
1989,BB,5.00,0.00,365948.93,7290237.94
1989,OB,1.00,0.00,366578.58,7291163.18
1989,OB,2.00,0.00,372691.13,7292150.36
1989,BB,1.00,0.00,372697.48,7291452.71
1989,BB,11.00,0.00,375226.88,7291940.61
1989,OB,2.00,0.00,377965.30,7292883.92
1989,OB,2.00,0.00,382398.12,7292467.77
1989,OB,1.00,0.00,381775.66,7291764.84
1989,OB,1.00,0.00,382616.79,7291771.92
1989,OB,1.00,0.00,382481.54,7282545.78
1989,OB,1.00,0.00,381436.19,7281606.67
1989,OB,1.00,0.00,381233.34,7280453.19
1989,OB,2.00,0.00,382514.58,7278625.67
1989,OB,1.00,0.00,380200.04,7278140.83
1989,OB,2.00,0.00,378511.30,7277893.63
1989,OB,3.00,0.00,378727.96,7277430.38
1989,OB,1.00,0.00,382760.31,7274696.27
1989,OB,2.00,0.00,382344.94,7273541.00
1989,OB,2.00,0.00,382779.73,7272392.92
1989,OB,1.00,0.00,382795.34,7270543.58
1989,OB,6.00,0.00,381752.80,7269382.97
1989,OB,1.00,0.00,380055.07,7270298.69
1989,BB,2.00,0.00,379018.86,7268440.20
1989,OB,4.00,0.00,379650.29,7269132.33
1989,BB,3.00,0.00,378585.89,7269355.63
1989,BB,5.00,0.00,378794.31,7269822.59
1989,BB,13.00,0.00,377272.24,7274881.50
1989,BB,7.00,0.00,377280.35,7273962.36
1989,OB,2.00,0.00,373645.02,7279699.84
1989,OB,3.00,0.00,373649.23,7279234.73
1989,E,3.00,0.00,373640.90,7280153.87
1989,OB,1.00,0.00,373932.93,7271396.24
1989,OB,1.00,0.00,373945.50,7270011.98
1989,BB,8.00,0.00,379038.96,7266136.81
1989,OB,3.00,0.00,381984.88,7267081.41
1989,OB,2.00,0.00,382834.26,7265936.84
1989,OB,1.00,0.00,383699.45,7288325.75
1989,OB,1.00,0.00,392330.46,7291163.36
1989,OB,1.00,0.00,386443.31,7288569.78
1989,BB,8.00,0.00,388150.00,7286745.21
1989,BB,3.00,0.00,389421.81,7286057.66
1989,BB,6.00,0.00,386913.66,7283036.45
1989,BB,9.00,0.00,387963.21,7283510.03
1989,OB,2.00,0.00,388410.73,7280745.05
1989,BB,8.00,0.00,387152.42,7279815.75
1989,BB,3.00,0.00,391321.42,7285385.96
1989,OB,1.00,0.00,391546.69,7283770.89
1989,OB,1.00,0.00,391353.75,7281233.40
1989,OB,2.00,0.00,394535.49,7279641.01
1989,OB,3.00,0.00,395161.49,7279878.29
1989,OB,5.00,0.00,394954.12,7279179.06
1989,OB,1.00,0.00,395816.68,7277568.72
1989,OB,1.00,0.00,396034.40,7276883.76
1989,OB,1.00,0.00,387409.04,7273128.89
1989,OB,1.00,0.00,388068.94,7270365.61
1989,OB,1.00,0.00,388508.77,7268519.72
1989,OB,2.00,0.00,386606.76,7268504.30
1989,OB,1.00,0.00,386407.54,7266885.78
1989,OB,3.00,0.00,386627.50,7265968.40
1989,OB,1.00,0.00,386646.44,7263653.96
1989,BB,5.00,0.00,384540.87,7263869.13
1989,OB,3.00,0.00,389160.03,7265523.76
1989,OB,3.00,0.00,389599.59,7263677.83
1989,OB,7.00,0.00,360543.15,7261344.47
1989,BB,11.00,0.00,360384.39,7256037.58
1989,BB,3.00,0.00,360813.65,7255576.73
1989,BB,13.00,0.00,361881.12,7253970.40
1989,BB,5.00,0.00,358927.41,7254173.09
1989,BB,7.00,0.00,359427.36,7246790.56
1989,OB,2.00,0.00,359648.89,7245873.51
1989,OB,3.00,0.00,360699.43,7245884.20
1989,OB,6.00,0.00,360133.60,7238955.95
1989,OB,3.00,0.00,360748.52,7241044.51
1989,OB,1.00,0.00,362858.16,7240135.39
1989,BB,1.00,0.00,365587.62,7240860.19
1989,OB,1.00,0.00,367685.65,7241113.18
1989,OB,1.00,0.00,364974.28,7238539.32
1989,OB,1.00,0.00,364355.13,7237846.50
1989,BB,6.00,0.00,372734.43,7241160.95
1989,BB,5.00,0.00,373582.62,7241168.79
1989,BB,2.00,0.00,374219.33,7240011.73
1989,BB,3.00,0.00,373601.81,7239086.79
1989,OB,1.00,0.00,366434.32,7261867.78
1989,OB,1.00,0.00,368533.48,7262341.98
1989,OB,1.00,0.00,368750.16,7261889.94
1989,OB,3.00,0.00,367095.91,7259326.80
1989,OB,3.00,0.00,368160.67,7257952.57
1989,BB,4.00,0.00,374090.50,7254087.28
1989,BB,7.00,0.00,374535.96,7251787.69
1989,OB,1.00,0.00,379006.77,7245592.40
1989,OB,2.00,0.00,377970.58,7243977.34
1989,BB,2.00,0.00,375254.67,7241638.19
1989,OB,2.00,0.00,379279.79,7238672.82
1989,BB,1.00,0.00,380793.91,7258532.52
1989,BB,11.00,0.00,380817.81,7255764.00
1989,OB,3.00,0.00,381882.89,7254156.23
1989,OB,1.00,0.00,381896.74,7252539.41
1989,BB,12.00,0.00,384776.32,7261102.42
1989,BB,3.00,0.00,384789.79,7259485.63
1989,BB,7.00,0.00,386479.52,7258115.28
1989,OB,6.00,0.00,386276.70,7256961.84
1989,OB,2.00,0.00,390669.60,7261382.83
1989,OB,1.00,0.00,395958.65,7258655.05
1989,OB,1.00,0.00,388177.13,7256977.36
1989,OB,2.00,0.00,388404.28,7255140.81
1989,OB,1.00,0.00,387609.93,7248434.15
1989,BB,9.00,0.00,388678.12,7247523.64
1989,OB,1.00,0.00,393295.74,7248711.99
1989,OB,2.00,0.00,396856.40,7250821.14
1989,BB,17.00,0.00,397914.10,7249898.77
1989,OB,2.00,0.00,397708.76,7248978.07
1989,OB,1.00,0.00,397310.02,7246904.18
1989,OB,1.00,0.00,400521.74,7238622.00
1989,BB,6.00,0.00,379130.90,7231527.95
1989,OB,1.00,0.00,385209.89,7233418.84
1989,BB,2.00,0.00,385695.50,7226046.89
1989,OB,1.00,0.00,386757.88,7224438.79
1989,OB,1.00,0.00,387700.57,7237360.05
1989,OB,1.00,0.00,390633.32,7239233.28
1989,OB,1.00,0.00,392384.62,7230941.06
1989,OB,4.00,0.00,393022.83,7229329.15
1989,OB,5.00,0.00,395117.05,7231194.88
1989,BB,2.00,0.00,392037.64,7221247.77
1989,OB,1.00,0.00,396238.35,7221745.60
1989,OB,4.00,0.00,397087.43,7220135.13
1989,OB,1.00,0.00,393945.70,7219645.84
1989,OB,6.00,0.00,395414.51,7218738.00
1989,OB,1.00,0.00,395636.83,7217355.35
1989,OB,2.00,0.00,398361.42,7218295.22
1989,BB,9.00,0.00,392907.18,7217101.52
1989,OB,2.00,0.00,392088.93,7214791.44
1989,OB,1.00,0.00,392088.93,7214791.44
1989,OB,1.00,0.00,391254.36,7214552.20
1989,OB,4.00,0.00,391254.36,7214552.20
1989,BB,2.00,0.00,392041.33,7220782.65
1989,OB,1.00,0.00,387856.17,7218445.16
1989,OB,2.00,0.00,386840.50,7214516.10
1989,BB,1.00,0.00,385918.89,7224664.37
1989,OB,1.00,0.00,379153.44,7228980.82
1989,OB,3.00,0.00,381070.12,7226693.99
1989,OB,1.00,0.00,377713.62,7225279.87
1989,OB,1.00,0.00,377721.87,7224360.68
1989,OB,1.00,0.00,364115.09,7219380.41
1989,BB,8.00,0.00,365794.13,7219862.28
1989,OB,3.00,0.00,366228.91,7218714.66
1989,BB,2.00,0.00,365288.56,7228164.30
1989,BB,2.00,0.00,366124.67,7229324.43
1989,OB,1.00,0.00,370101.05,7230282.13
1989,OB,2.00,0.00,372056.28,7224076.05
1989,OB,2.00,0.00,372062.84,7223378.35
1989,BB,5.00,0.00,374143.30,7225247.36
1989,BB,2.00,0.00,375827.61,7225262.82
1989,BB,8.00,0.00,377697.03,7227129.32
1989,BB,1.00,0.00,376604.24,7231959.45
1989,OB,2.00,0.00,362155.04,7226748.49
1989,OB,1.00,0.00,365220.30,7235086.08
1989,OB,3.00,0.00,366680.43,7236484.85
1989,OB,1.00,0.00,366274.55,7234631.23
1989,BB,1.00,0.00,367935.59,7237183.71
1989,BB,2.00,0.00,367942.21,7236497.08
1989,OB,2.00,0.00,367734.73,7236029.90
1989,OB,1.00,0.00,367531.65,7235108.65
1989,OB,4.00,0.00,368582.61,7236038.07
1989,OB,1.00,0.00,368987.56,7236972.31
1989,BB,2.00,0.00,370876.66,7237909.52
1989,BB,3.00,0.00,372359.12,7237004.15
1989,BB,2.00,0.00,373192.75,7237465.99
1989,BB,3.00,0.00,374687.67,7235176.05
1989,BB,4.00,0.00,374704.61,7233326.61
1989,BB,2.00,0.00,355133.43,7214447.20
1989,BB,6.00,0.00,353883.65,7213503.35
1989,BB,4.00,0.00,352858.06,7211420.91
1989,OB,4.00,0.00,352521.21,7222959.19
1989,OB,2.00,0.00,356889.93,7227613.59
1989,OB,1.00,0.00,354988.43,7228058.71
1989,OB,2.00,0.00,353530.60,7227577.93
1989,BB,2.00,0.00,350821.91,7225244.63
1989,BB,3.00,0.00,351661.62,7225021.18
1989,OB,1.00,0.00,351434.72,7226403.29
1989,OB,2.00,0.00,351190.15,7229402.39
1989,OB,1.00,0.00,351396.97,7229869.86
1989,OB,3.00,0.00,354313.68,7232670.40
1989,OB,8.00,0.00,353845.46,7236819.06
1989,BB,1.00,0.00,353635.96,7236584.22
1989,BB,1.00,0.00,349221.95,7236768.93
1989,OB,1.00,0.00,347972.98,7235592.07
1989,BB,4.00,0.00,342939.04,7234383.22
1989,OB,1.00,0.00,341486.69,7232527.68
1989,BB,3.00,0.00,339626.61,7230190.85
1989,BB,2.00,0.00,340729.83,7225595.66
1989,BB,9.00,0.00,341148.82,7225135.31
1989,BB,1.00,0.00,341156.96,7224437.54
1989,BB,3.00,0.00,341969.41,7227448.89
1989,BB,2.00,0.00,342809.43,7227225.98
1989,BB,3.00,0.00,344530.94,7224022.30
1989,BB,1.00,0.00,347450.40,7225439.92
1989,BB,3.00,0.00,348491.54,7227068.74
1989,BB,2.00,0.00,337558.81,7226710.29
1989,BB,3.00,0.00,342784.44,7211075.16
1989,OB,1.00,0.00,336447.69,7214234.82
1989,OB,1.00,0.00,336603.92,7218844.96
1989,BB,2.00,0.00,332749.27,7224802.18
1989,OB,1.00,0.00,336016.65,7232463.15
1989,OB,1.00,0.00,336853.44,7233392.58
1989,OB,3.00,0.00,337278.20,7232478.23
1989,BB,1.00,0.00,338327.03,7233410.08
1989,BB,1.00,0.00,338313.41,7234561.95
1989,BB,2.00,0.00,329671.59,7235376.53
1989,BB,4.00,0.00,324225.04,7234155.55
1989,OB,2.00,0.00,321982.60,7228820.11
1989,OB,2.00,0.00,321368.08,7227194.66
1989,OB,3.00,0.00,326477.23,7222186.89
1989,BB,2.00,0.00,326318.49,7218030.59
1989,BB,2.00,0.00,322142.42,7216591.77
1989,BB,4.00,0.00,318501.89,7221163.37
1989,OB,2.00,0.00,330525.86,7184151.48
1989,OB,1.00,0.00,331565.91,7184629.88
1989,OB,1.00,0.00,331571.75,7184164.66
1989,OB,1.00,0.00,332199.50,7184637.82
1989,OB,1.00,0.00,332624.79,7184410.50
1989,OB,1.00,0.00,332642.09,7183025.93
1989,OB,2.00,0.00,332851.77,7182341.70
1989,OB,1.00,0.00,332043.32,7180248.86
1989,BB,3.00,0.00,338785.24,7177329.66
1989,BB,7.00,0.00,339386.19,7179186.91
1989,BB,5.00,0.00,337890.60,7181473.09
1989,OB,1.00,0.00,348802.36,7180448.72
1989,BB,7.00,0.00,324820.92,7204396.15
1989,OB,2.00,0.00,325320.49,7197711.26
1989,OB,2.00,0.00,326823.03,7195182.62
1989,BB,5.00,0.00,326409.16,7194490.43
1989,OB,1.00,0.00,328978.13,7190368.95
1989,BB,7.00,0.00,329224.64,7187602.50
1989,OB,1.00,0.00,331528.21,7187631.61
1989,OB,2.00,0.00,333630.98,7204740.12
1989,OB,3.00,0.00,334469.80,7204517.78
1989,BB,1.00,0.00,334664.37,7205904.89
1989,OB,1.00,0.00,335300.21,7204982.12
1989,OB,1.00,0.00,335517.25,7204530.57
1989,OB,4.00,0.00,335734.42,7204067.95
1989,BB,2.00,0.00,335492.05,7206601.81
1989,OB,2.00,0.00,335709.11,7206150.26
1989,OB,4.00,0.00,335717.59,7205452.46
1989,OB,1.00,0.00,336542.48,7206381.91
1989,OB,2.00,0.00,337383.02,7206857.31
1989,BB,2.00,0.00,336143.45,7205225.00
1989,OB,1.00,0.00,336146.27,7204992.40
1989,OB,1.00,0.00,337193.76,7205005.06
1989,OB,1.00,0.00,337410.73,7204553.49
1989,OB,1.00,0.00,337210.44,7203620.55
1989,BB,5.00,0.00,337466.34,7199934.75
1989,BB,5.00,0.00,338101.61,7199022.94
1989,OB,2.00,0.00,339574.23,7198807.91
1989,BB,7.00,0.00,338118.24,7197638.43
1989,OB,2.00,0.00,337597.24,7189091.16
1989,OB,1.00,0.00,339456.37,7190963.50
1989,BB,6.00,0.00,340313.45,7189123.73
1989,BB,2.00,0.00,340755.16,7187511.63
1989,BB,5.00,0.00,342017.98,7187061.29
1989,BB,3.00,0.00,344535.13,7186869.14
1989,BB,5.00,0.00,351037.80,7186477.67
1989,BB,1.00,0.00,351887.87,7185102.43
1989,OB,3.00,0.00,353313.26,7189039.40
1989,OB,2.00,0.00,354744.47,7192522.05
1989,OB,1.00,0.00,354510.77,7194590.92
1989,BB,3.00,0.00,349809.12,7202847.10
1989,BB,8.00,0.00,352069.66,7207025.89
1989,BB,6.00,0.00,353945.76,7207744.12
1989,BB,1.00,0.00,356665.90,7208692.57
1989,BB,6.00,0.00,360700.37,7204348.40
1989,OB,2.00,0.00,358061.11,7195780.81
1989,OB,11.00,0.00,358318.65,7191397.12
1989,OB,3.00,0.00,359581.03,7190956.22
1989,BB,1.00,0.00,359588.32,7190258.46
1989,BB,2.00,0.00,355825.62,7189299.22
1989,OB,4.00,0.00,365462.54,7189399.22
1989,BB,8.00,0.00,366801.21,7202560.19
1989,OB,3.00,0.00,372134.73,7193385.37
1989,OB,1.00,0.00,374236.23,7192485.87
1989,BB,2.00,0.00,374221.11,7194102.84
1989,BB,1.00,0.00,374428.18,7194558.89
1989,BB,4.00,0.00,373571.23,7196865.76
1989,BB,7.00,0.00,373351.24,7197783.01
1989,OB,1.00,0.00,373118.19,7200084.63
1989,BB,1.00,0.00,376051.34,7200809.68
1989,BB,3.00,0.00,375981.53,7208418.14
1989,BB,11.00,0.00,377035.37,7207741.06
1989,BB,6.00,0.00,384817.04,7205959.94
1989,BB,5.00,0.00,378806.59,7197833.17
1989,BB,2.00,0.00,387020.15,7193053.46
1989,OB,2.00,0.00,387869.09,7192606.47
1989,OB,1.00,0.00,388058.79,7193992.49
1989,OB,3.00,0.00,389907.10,7199312.85
1989,BB,10.00,0.00,391387.88,7197940.45
1989,BB,3.00,0.00,394336.65,7195427.66
1989,OB,2.00,0.00,397097.26,7191063.27
1989,BB,1.00,0.00,396690.18,7190362.41
1989,OB,2.00,0.00,397526.77,7190147.31
1989,BB,2.00,0.00,396482.44,7189906.73
1989,OB,3.00,0.00,395855.95,7188971.56
1989,OB,1.00,0.00,395768.41,7200278.68
1989,OB,3.00,0.00,397030.19,7199834.29
1989,OB,2.00,0.00,394889.80,7205809.42
1989,OB,1.00,0.00,397183.68,7207444.01
1989,OB,2.00,0.00,396972.17,7207442.40
1989,OB,2.00,0.00,397374.20,7210214.20
1989,OB,1.00,0.00,399763.30,7199157.15
1989,OB,2.00,0.00,400192.86,7198241.11
1989,WR,2.00,0.00,336578.28,7180936.75
1989,BH,12.00,2.00,344995.44,7186805.83
1989,BH,15.00,3.00,351538.12,7183137.24
1989,WR,4.00,0.00,344200.26,7180755.11
1989,WR,2.00,0.00,344515.13,7181684.55
1989,WR,1.00,0.00,345443.45,7182994.91
1989,WR,1.00,0.00,347771.97,7180174.78
1989,WR,3.00,0.00,345103.07,7188275.35
1989,BH,88.00,7.00,358519.32,7190454.50
1989,WR,3.00,0.00,347857.56,7192591.88
1989,WR,1.00,0.00,352803.68,7194399.33
1989,WR,3.00,0.00,350057.46,7195620.34
1989,WR,2.00,0.00,357619.81,7192797.42
1989,WR,2.00,0.00,361367.06,7187720.73
1989,WR,1.00,0.00,359464.44,7192465.91
1989,WR,2.00,0.00,359326.64,7192954.12
1989,WR,1.00,0.00,363338.27,7193720.36
1989,WR,2.00,0.00,356384.49,7195388.22
1989,WR,3.00,1.00,353775.16,7195119.83
1989,WR,2.00,1.00,354180.87,7197050.09
1989,WR,1.00,0.00,349436.70,7200595.18
1989,WR,6.00,0.00,348953.02,7198673.40
1989,WR,2.00,1.00,348778.79,7199193.87
1989,WR,4.00,1.00,347413.11,7198602.62
1989,WR,1.00,0.00,348227.83,7199462.86
1989,WR,2.00,0.00,346992.88,7200603.41
1989,SR,2.00,1.00,347038.37,7202303.06
1989,WR,2.00,0.00,344743.38,7195055.81
1989,WR,1.00,0.00,344873.52,7197319.22
1989,WR,2.00,1.00,345422.56,7197668.30
1989,WR,6.00,0.00,344448.38,7197613.42
1989,WR,2.00,0.00,344155.46,7203164.30
1989,WR,2.00,0.00,343445.74,7203007.80
1989,WR,3.00,0.00,343232.68,7203303.65
1989,WR,1.00,0.00,344023.19,7203853.40
1989,WR,2.00,0.00,343738.35,7204717.49
1989,WR,2.00,0.00,342798.39,7204309.71
1989,WR,1.00,0.00,341492.65,7203482.57
1989,WR,3.00,1.00,340686.22,7203359.60
1989,WR,3.00,0.00,338471.60,7204390.73
1989,WR,2.00,0.00,338360.69,7205387.95
1989,WR,2.00,0.00,338151.18,7206764.65
1989,WR,6.00,0.00,334312.31,7210300.32
1989,WR,2.00,0.00,335690.28,7211450.05
1989,WR,3.00,0.00,334599.38,7211613.41
1989,WR,2.00,0.00,332980.64,7217465.16
1989,WR,2.00,0.00,331709.85,7217489.84
1989,SR,2.00,0.00,328514.03,7223127.99
1989,WR,3.00,0.00,326965.35,7221020.29
1989,WR,2.00,0.00,325625.21,7221317.65
1989,WR,3.00,0.00,324460.88,7221435.48
1989,WR,1.00,0.00,324775.81,7233405.76
1989,WR,2.00,0.00,324332.54,7230972.67
1989,WR,1.00,0.00,322637.89,7227716.95
1989,WR,3.00,0.00,323238.00,7226997.22
1989,WR,3.00,0.00,323114.44,7224196.95
1989,WR,1.00,0.00,321307.02,7223222.48
1989,BH,218.00,20.00,322607.88,7222761.91
