FID;SP;NO;LAT;LONG;NAME
4,420;k;12;-23.306300000000000;31.314599999999999;Tsende
4,421;k;6;-23.308299999999999;31.308299999999999;Tsende
4,422;k;18;-23.308299999999999;31.304200000000002;Tsende
4,423;k;1;-23.316700000000001;31.264600000000002;Tsende
4,424;r;5;-23.316700000000001;31.258299999999998;Tsende
4,425;k;3;-23.318800000000000;31.241700000000002;Tsende
4,426;r;2;-23.320799999999998;31.225000000000001;Tsende
4,427;br;3;-23.312500000000000;31.222899999999999;Tsende
4,428;k;5;-23.312500000000000;31.229199999999999;Tsende
4,429;k;4;-23.312500000000000;31.235399999999998;Tsende
4,430;r;6;-23.310400000000001;31.250000000000000;Tsende
4,431;t;4;-23.308299999999999;31.256200000000000;Tsende
4,432;s;9;-23.308299999999999;31.266700000000000;Tsende
4,433;k;6;-23.300000000000001;31.310400000000001;Tsende
4,434;k;27;-23.295800000000000;31.314599999999999;Tsende
4,435;e;3;-23.302099999999999;31.262499999999999;Tsende
4,436;br;2;-23.304200000000002;31.239599999999999;Tsende
4,437;v;3;-23.297899999999998;31.245799999999999;Tsende
4,438;r;5;-23.279199999999999;31.293700000000001;Tsende
4,439;k;9;-23.281300000000002;31.285399999999999;Tsende
4,440;bh;1;-23.289600000000000;31.245799999999999;Tsende
4,441;w;3;-23.270800000000001;31.297899999999998;Tsende
4,442;k;1;-23.270800000000001;31.302099999999999;Tsende
4,443;r;1;-23.260400000000001;31.306200000000000;Tsende
4,444;r;1;-23.264600000000002;31.293700000000001;Tsende
4,445;k;3;-23.262499999999999;31.287500000000001;Tsende
4,446;r;35;-23.254200000000001;31.300000000000001;Tsende
4,447;wb;6;-23.254200000000001;31.302099999999999;Tsende
4,448;k;4;-23.254200000000001;31.306200000000000;Tsende
4,449;r;1;-23.245799999999999;31.312500000000000;Tsende
4,450;r;3;-23.247900000000001;31.310400000000001;Tsende
4,451;k;2;-23.247900000000001;31.306200000000000;Tsende
4,452;r;1;-23.250000000000000;31.304200000000002;Tsende
4,453;r;25;-23.250000000000000;31.295800000000000;Tsende
4,454;ob;1;-23.172899999999998;30.952100000000002;Nkayeni
4,455;r;4;-23.177099999999999;30.949999999999999;Shangoni
4,456;r;15;-23.181300000000000;30.952100000000002;Nkayeni
4,457;r;10;-23.183299999999999;30.952100000000002;Nkayeni
4,458;k;5;-23.189599999999999;30.954200000000000;Nkayeni
4,459;st;1;-23.193800000000000;30.956199999999999;Nkayeni
4,460;r;11;-23.233300000000000;30.970800000000001;Nkayeni
4,461;v;1;-23.237500000000001;30.972899999999999;Nkayeni
4,462;r;1;-23.243800000000000;30.975000000000001;Nkayeni
4,463;r;2;-23.247900000000001;30.972899999999999;Nkayeni
4,464;d;1;-23.268799999999999;30.983300000000000;Nkayeni
4,465;vl;6;-23.262499999999999;30.981200000000001;Nkayeni
4,466;vl;1;-23.254200000000001;30.981200000000001;Nkayeni
4,467;r;1;-23.237500000000001;30.979199999999999;Nkayeni
4,468;r;1;-23.225000000000001;30.972899999999999;Nkayeni
4,469;v;2;-23.218800000000002;30.972899999999999;Nkayeni
4,470;r;8;-23.212499999999999;30.970800000000001;Nkayeni
4,471;k;4;-23.208300000000001;30.968699999999998;Nkayeni
4,472;r;2;-23.195799999999998;30.966699999999999;Nkayeni
4,473;r;1;-23.185400000000001;30.962499999999999;Nkayeni
4,474;k;4;-23.183299999999999;30.962499999999999;Nkayeni
4,475;k;20;-23.179200000000002;30.960400000000000;Nkayeni
4,476;r;30;-23.172899999999998;30.958300000000001;Nkayeni
4,477;k;3;-23.170800000000000;30.958300000000001;Nkayeni
4,478;k;4;-23.168800000000001;30.960400000000000;Shangoni
4,479;r;7;-23.166699999999999;30.956199999999999;Shangoni
4,480;r;35;-23.175000000000001;30.968699999999998;Shangoni
4,481;k;4;-23.181300000000000;30.968699999999998;Nkayeni
4,482;r;3;-23.183299999999999;30.970800000000001;Nkayeni
4,483;k;11;-23.187500000000000;30.970800000000001;Nkayeni
4,484;r;10;-23.191700000000001;30.972899999999999;Nkayeni
4,485;r;10;-23.195799999999998;30.975000000000001;Nkayeni
4,486;k;4;-23.199999999999999;30.972899999999999;Nkayeni
4,487;r;1;-23.202100000000002;30.975000000000001;Nkayeni
4,488;r;2;-23.204200000000000;30.975000000000001;Nkayeni
4,489;k;4;-23.208300000000001;30.977100000000000;Nkayeni
4,490;k;4;-23.214600000000001;30.977100000000000;Nkayeni
4,491;ob;3;-23.218800000000002;30.979199999999999;Nkayeni
4,492;r;15;-23.245799999999999;30.981200000000001;Nkayeni
4,493;st;1;-23.266700000000000;30.987500000000001;Nkayeni
4,494;k;3;-23.272900000000000;30.987500000000001;Nkayeni
4,495;e;2;-23.277100000000001;30.991700000000002;Nkayeni
4,496;k;7;-23.281300000000002;30.993700000000000;Nkayeni
4,497;k;4;-23.287500000000001;30.995799999999999;Nkayeni
4,498;ob;2;-23.293800000000001;30.997900000000001;Nkayeni
4,499;k;5;-23.295800000000000;31;Nkayeni
4,500;e;7;-23.274999999999999;31.004200000000001;Nkayeni
4,501;e;2;-23.247900000000001;30.995799999999999;Nkayeni
4,502;r;14;-23.225000000000001;30.989599999999999;Nkayeni
4,503;ob;3;-23.193800000000000;30.979199999999999;Nkayeni
4,504;k;3;-23.183299999999999;30.977100000000000;Nkayeni
4,505;k;4;-23.181300000000000;30.975000000000001;Nkayeni
4,506;r;1;-23.179200000000002;30.977100000000000;Nkayeni
4,507;k;4;-23.175000000000001;30.972899999999999;Shangoni
4,508;r;35;-23.175000000000001;30.977100000000000;Shangoni
4,509;r;1;-23.175000000000001;30.983300000000000;Nkayeni
4,510;k;4;-23.177099999999999;30.983300000000000;Nkayeni
4,511;r;4;-23.181300000000000;30.985399999999998;Nkayeni
4,512;r;4;-23.189599999999999;30.987500000000001;Nkayeni
4,513;r;1;-23.191700000000001;30.987500000000001;Nkayeni
4,514;r;2;-23.197900000000001;30.989599999999999;Nkayeni
4,515;ob;1;-23.206299999999999;30.991700000000002;Nkayeni
4,516;b;25;-23.214600000000001;30.995799999999999;Nkayeni
4,517;k;3;-23.222899999999999;30.997900000000001;Nkayeni
4,518;ob;1;-23.229199999999999;31;Nkayeni
4,519;r;15;-23.252099999999999;31.008299999999998;Nkayeni
4,520;r;15;-23.264600000000002;31.012499999999999;Nkayeni
4,521;ob;4;-23.270800000000001;31.014600000000002;Nkayeni
4,522;wr;1;-23.274999999999999;31.014600000000002;Nkayeni
4,523;w;2;-23.285399999999999;31.018699999999999;Nkayeni
4,524;r;15;-23.287500000000001;31.018699999999999;Nkayeni
4,525;r;2;-23.285399999999999;31.024999999999999;Nkayeni
4,526;wr;2;-23.289600000000000;31.022900000000000;Nkayeni
4,527;v;1;-23.279199999999999;31.027100000000001;Nkayeni
4,528;e;5;-23.239599999999999;31.012499999999999;Nkayeni
4,529;r;2;-23.218800000000002;31.006200000000000;Nkayeni
4,530;r;1;-23.216699999999999;31.006200000000000;Nkayeni
4,531;r;8;-23.208300000000001;31.004200000000001;Nkayeni
4,532;bb;1;-23.199999999999999;31.004200000000001;Nkayeni
4,533;k;10;-23.195799999999998;31.002099999999999;Nkayeni
4,534;k;2;-23.193800000000000;31;Nkayeni
4,535;r;5;-23.189599999999999;31;Nkayeni
4,536;k;4;-23.183299999999999;30.997900000000001;Nkayeni
4,537;r;2;-23.181300000000000;30.995799999999999;Nkayeni
4,538;v;6;-23.181300000000000;31.008299999999998;Nkayeni
4,539;r;15;-23.185400000000001;31.010400000000001;Nkayeni
4,540;r;18;-23.191700000000001;31.010400000000001;Nkayeni
4,541;r;3;-23.195799999999998;31.010400000000001;Nkayeni
4,542;o;8;-23.231300000000001;31.020800000000001;Nkayeni
4,543;r;2;-23.235399999999998;31.020800000000001;Nkayeni
4,544;o;5;-23.239599999999999;31.020800000000001;Nkayeni
4,545;r;15;-23.241700000000002;31.024999999999999;Nkayeni
4,546;k;24;-23.247900000000001;31.022900000000000;Nkayeni
4,547;r;6;-23.245799999999999;31.027100000000001;Nkayeni
4,548;wl;1;-23.247900000000001;31.027100000000001;Nkayeni
4,549;v;3;-23.252099999999999;31.024999999999999;Nkayeni
4,550;k;3;-23.254200000000001;31.027100000000001;Nkayeni
4,551;k;3;-23.256300000000000;31.029199999999999;Nkayeni
4,552;r;10;-23.260400000000001;31.031199999999998;Nkayeni
4,553;k;6;-23.266700000000000;31.033300000000001;Nkayeni
4,554;r;1;-23.274999999999999;31.035399999999999;Nkayeni
4,555;ob;6;-23.281300000000002;31.043700000000001;Nkayeni
4,556;k;1;-23.277100000000001;31.041699999999999;Nkayeni
4,557;ko;2;-23.264600000000002;31.039600000000000;Nkayeni
4,558;r;1;-23.258299999999998;31.037500000000001;Nkayeni
4,559;r;18;-23.247900000000001;31.035399999999999;Nkayeni
4,560;e;1;-23.243800000000000;31.031199999999998;Nkayeni
4,561;r;1;-23.239599999999999;31.029199999999999;Nkayeni
4,562;r;10;-23.239599999999999;31.031199999999998;Nkayeni
4,563;k;3;-23.235399999999998;31.029199999999999;Nkayeni
4,564;r;50;-23.233300000000000;31.027100000000001;Nkayeni
4,565;ob;1;-23.229199999999999;31.027100000000001;Nkayeni
4,566;k;7;-23.227100000000000;31.027100000000001;Nkayeni
4,567;r;12;-23.222899999999999;31.027100000000001;Nkayeni
4,568;r;12;-23.208300000000001;31.020800000000001;Nkayeni
4,569;r;11;-23.202100000000002;31.018699999999999;Nkayeni
4,570;e;8;-23.199999999999999;31.016700000000000;Nkayeni
4,571;v;2;-23.189599999999999;31.016700000000000;Nkayeni
4,572;r;10;-23.185400000000001;31.016700000000000;Nkayeni
4,573;r;16;-23.181300000000000;31.014600000000002;Nkayeni
4,574;r;13;-23.177099999999999;31.020800000000001;Nkayeni
4,575;r;4;-23.183299999999999;31.022900000000000;Nkayeni
4,576;r;1;-23.193800000000000;31.024999999999999;Nkayeni
4,577;l;7;-23.199999999999999;31.027100000000001;Nkayeni
4,578;bb;1;-23.206299999999999;31.029199999999999;Nkayeni
4,579;k;5;-23.208300000000001;31.029199999999999;Nkayeni
4,580;kp;1;-23.212499999999999;31.031199999999998;Nkayeni
4,581;r;7;-23.220800000000001;31.033300000000001;Nkayeni
4,582;o;25;-23.222899999999999;31.035399999999999;Nkayeni
4,583;r;35;-23.229199999999999;31.035399999999999;Nkayeni
4,584;k;2;-23.231300000000001;31.037500000000001;Nkayeni
4,585;t;3;-23.237500000000001;31.037500000000001;Nkayeni
4,586;k;4;-23.279199999999999;31.058299999999999;Nkayeni
4,587;sb;2;-23.274999999999999;31.054200000000002;Nkayeni
4,588;br;3;-23.264600000000002;31.052099999999999;Nkayeni
4,589;k;3;-23.239599999999999;31.045800000000000;Nkayeni
4,590;k;1;-23.227100000000000;31.043700000000001;Nkayeni
4,591;r;6;-23.214600000000001;31.039600000000000;Nkayeni
4,592;k;3;-23.210400000000000;31.039600000000000;Nkayeni
4,593;k;7;-23.206299999999999;31.037500000000001;Nkayeni
4,594;bb;3;-23.202100000000002;31.037500000000001;Nkayeni
4,595;r;9;-23.185400000000001;31.043700000000001;Nkayeni
4,596;wa;2;-23.189599999999999;31.045800000000000;Nkayeni
4,597;wa;2;-23.193800000000000;31.045800000000000;Nkayeni
4,598;r;5;-23.197900000000001;31.045800000000000;Nkayeni
4,599;ko;6;-23.199999999999999;31.047899999999998;Nkayeni
4,600;k;3;-23.202100000000002;31.047899999999998;Nkayeni
4,601;ba;1;-23.206299999999999;31.047899999999998;Nkayeni
4,602;k;1;-23.210400000000000;31.047899999999998;Nkayeni
4,603;k;3;-23.214600000000001;31.047899999999998;Nkayeni
4,604;r;10;-23.233300000000000;31.052099999999999;Nkayeni
4,605;bh;1;-23.239599999999999;31.054200000000002;Nkayeni
4,606;k;8;-23.245799999999999;31.056200000000000;Nkayeni
4,607;k;4;-23.252099999999999;31.056200000000000;Nkayeni
4,608;r;4;-23.256300000000000;31.058299999999999;Nkayeni
4,609;r;1;-23.270800000000001;31.062500000000000;Nkayeni
4,610;l;3;-23.274999999999999;31.062500000000000;Nkayeni
4,611;r;40;-23.247900000000001;31.066700000000001;Nkayeni
4,612;k;11;-23.227100000000000;31.060400000000001;Nkayeni
4,613;r;2;-23.208300000000001;31.056200000000000;Nkayeni
4,614;r;2;-23.197900000000001;31.054200000000002;Nkayeni
4,615;st;2;-23.187500000000000;31.052099999999999;Nkayeni
4,616;r;12;-23.181300000000000;31.052099999999999;Nkayeni
4,617;k;1;-23.179200000000002;31.054200000000002;Nkayeni
4,618;r;6;-23.187500000000000;31.058299999999999;Nkayeni
4,619;k;3;-23.195799999999998;31.062500000000000;Nkayeni
4,620;r;1;-23.204200000000000;31.062500000000000;Nkayeni
4,621;k;3;-23.210400000000000;31.064599999999999;Nkayeni
4,622;r;1;-23.216699999999999;31.066700000000001;Nkayeni
4,623;r;2;-23.229199999999999;31.066700000000001;Nkayeni
4,624;e;1;-23.231300000000001;31.068700000000000;Nkayeni
4,625;r;2;-23.235399999999998;31.068700000000000;Nkayeni
4,626;k;13;-23.241700000000002;31.072900000000001;Nkayeni
4,627;r;1;-23.247900000000001;31.072900000000001;Nkayeni
4,628;o;40;-23.258299999999998;31.072900000000001;Nkayeni
4,629;k;8;-23.264600000000002;31.077100000000002;Nkayeni
4,630;ak;1;-23.272900000000000;31.081199999999999;Nkayeni
4,631;r;1;-23.277100000000001;31.079200000000000;Nkayeni
4,632;r;3;-23.279199999999999;31.081199999999999;Nkayeni
4,633;kp;3;-23.281300000000002;31.083300000000001;Nkayeni
4,634;kp;1;-23.283300000000001;31.085400000000000;Nkayeni
4,635;v;3;-23.283300000000001;31.093699999999998;Nkayeni
4,636;r;30;-23.274999999999999;31.087499999999999;Nkayeni
4,637;k;15;-23.254200000000001;31.085400000000000;Nkayeni
4,638;r;2;-23.250000000000000;31.085400000000000;Nkayeni
4,639;r;2;-23.245799999999999;31.083300000000001;Nkayeni
4,640;k;8;-23.243800000000000;31.083300000000001;Nkayeni
4,641;k;12;-23.237500000000001;31.081199999999999;Nkayeni
4,642;r;2;-23.220800000000001;31.074999999999999;Nkayeni
4,643;k;2;-23.216699999999999;31.074999999999999;Nkayeni
4,644;r;10;-23.212499999999999;31.072900000000001;Nkayeni
4,645;r;17;-23.199999999999999;31.068700000000000;Nkayeni
4,646;r;20;-23.199999999999999;31.070799999999998;Nkayeni
4,647;k;3;-23.195799999999998;31.066700000000001;Nkayeni
4,648;r;2;-23.195799999999998;31.068700000000000;Shangoni
4,649;r;15;-23.214600000000001;31.087499999999999;Nkayeni
4,650;k;8;-23.218800000000002;31.085400000000000;Nkayeni
4,651;st;2;-23.222899999999999;31.085400000000000;Nkayeni
4,652;k;2;-23.229199999999999;31.087499999999999;Nkayeni
4,653;k;4;-23.233300000000000;31.089600000000001;Nkayeni
4,654;k;18;-23.237500000000001;31.089600000000001;Nkayeni
4,655;r;4;-23.241700000000002;31.091699999999999;Nkayeni
4,656;r;15;-23.243800000000000;31.091699999999999;Nkayeni
4,657;r;2;-23.247900000000001;31.093699999999998;Nkayeni
4,658;r;10;-23.254200000000001;31.093699999999998;Nkayeni
4,659;r;15;-23.258299999999998;31.095800000000001;Nkayeni
4,660;k;18;-23.266700000000000;31.095800000000001;Nkayeni
4,661;v;8;-23.274999999999999;31.100000000000001;Nkayeni
4,662;k;12;-23.247900000000001;31.108300000000000;Nkayeni
4,663;r;9;-23.239599999999999;31.106200000000001;Nkayeni
4,664;k;20;-23.233300000000000;31.104199999999999;Nkayeni
4,665;r;23;-23.227100000000000;31.102100000000000;Nkayeni
4,666;k;4;-23.222899999999999;31.097899999999999;Nkayeni
4,667;r;1;-23.218800000000002;31.095800000000001;Nkayeni
4,668;r;1;-23.214600000000001;31.093699999999998;Nkayeni
4,669;r;11;-23.199999999999999;31.100000000000001;Nkayeni
4,670;r;9;-23.204200000000000;31.100000000000001;Nkayeni
4,671;t;3;-23.210400000000000;31.102100000000000;Nkayeni
4,672;r;1;-23.220800000000001;31.108300000000000;Nkayeni
4,673;r;6;-23.225000000000001;31.108300000000000;Nkayeni
4,674;r;15;-23.229199999999999;31.110399999999998;Nkayeni
4,675;r;5;-23.235399999999998;31.112500000000001;Nkayeni
4,676;r;4;-23.237500000000001;31.112500000000001;Nkayeni
4,677;r;4;-23.241700000000002;31.114599999999999;Nkayeni
4,678;r;2;-23.245799999999999;31.114599999999999;Nkayeni
4,679;r;1;-23.254200000000001;31.116700000000002;Nkayeni
4,680;r;1;-23.262499999999999;31.116700000000002;Nkayeni
4,681;k;6;-23.266700000000000;31.116700000000002;Nkayeni
4,682;k;7;-23.277100000000001;31.122900000000001;Nkayeni
4,683;r;1;-23.279199999999999;31.122900000000001;Nkayeni
4,684;r;1;-23.285399999999999;31.129200000000001;Nkayeni
4,685;k;15;-23.279199999999999;31.127099999999999;Nkayeni
4,686;r;3;-23.264600000000002;31.127099999999999;Nkayeni
4,687;r;1;-23.243800000000000;31.120799999999999;Nkayeni
4,688;r;4;-23.229199999999999;31.118700000000000;Nkayeni
4,689;kp;3;-23.227100000000000;31.116700000000002;Nkayeni
4,690;kp;3;-23.222899999999999;31.114599999999999;Nkayeni
4,691;r;4;-23.218800000000002;31.114599999999999;Nkayeni
4,692;r;5;-23.216699999999999;31.114599999999999;Nkayeni
4,693;r;1;-23.214600000000001;31.110399999999998;Nkayeni
4,694;e;1;-23.210400000000000;31.110399999999998;Nkayeni
4,695;v;1;-23.208300000000001;31.108300000000000;Nkayeni
4,696;k;1;-23.204200000000000;31.106200000000001;Nkayeni
4,697;e;5;-23.199999999999999;31.106200000000001;Nkayeni
4,698;bh;1;-23.191700000000001;31.112500000000001;Nkayeni
4,699;k;6;-23.193800000000000;31.112500000000001;Nkayeni
4,700;r;20;-23.197900000000001;31.112500000000001;Nkayeni
4,701;r;1;-23.202100000000002;31.114599999999999;Nkayeni
4,702;r;5;-23.206299999999999;31.116700000000002;Nkayeni
4,703;r;8;-23.216699999999999;31.120799999999999;Nkayeni
4,704;r;13;-23.225000000000001;31.122900000000001;Nkayeni
4,705;v;2;-23.239599999999999;31.127099999999999;Nkayeni
4,706;r;3;-23.243800000000000;31.129200000000001;Nkayeni
4,707;k;5;-23.247900000000001;31.129200000000001;Nkayeni
4,708;r;35;-23.252099999999999;31.131200000000000;Nkayeni
4,709;r;9;-23.258299999999998;31.133299999999998;Nkayeni
4,710;r;2;-23.266700000000000;31.133299999999998;Nkayeni
4,711;k;3;-23.281300000000002;31.137499999999999;Nkayeni
4,712;k;2;-23.283300000000001;31.137499999999999;Nkayeni
4,713;k;2;-23.281300000000002;31.143699999999999;Nkayeni
4,714;r;14;-23.277100000000001;31.141700000000000;Nkayeni
4,715;r;3;-23.268799999999999;31.139600000000002;Nkayeni
4,716;r;2;-23.262499999999999;31.137499999999999;Nkayeni
4,717;k;5;-23.245799999999999;31.135400000000001;Nkayeni
4,718;r;19;-23.220800000000001;31.129200000000001;Nkayeni
4,719;k;8;-23.206299999999999;31.122900000000001;Nkayeni
4,720;k;4;-23.191700000000001;31.120799999999999;Nkayeni
4,721;k;4;-23.185400000000001;31.116700000000002;Nkayeni
4,722;r;10;-23.185400000000001;31.122900000000001;Nkayeni
4,723;r;6;-23.183299999999999;31.118700000000000;Nkayeni
4,724;r;35;-23.175000000000001;31.125000000000000;Nkayeni
4,725;r;2;-23.179200000000002;31.125000000000000;Nkayeni
4,726;r;2;-23.181300000000000;31.127099999999999;Nkayeni
4,727;k;1;-23.193800000000000;31.129200000000001;Nkayeni
4,728;r;18;-23.199999999999999;31.131200000000000;Nkayeni
4,729;r;13;-23.212499999999999;31.135400000000001;Nkayeni
4,730;r;6;-23.216699999999999;31.137499999999999;Nkayeni
4,731;r;1;-23.220800000000001;31.137499999999999;Nkayeni
4,732;r;4;-23.239599999999999;31.141700000000000;Nkayeni
4,733;k;1;-23.256300000000000;31.145800000000001;Nkayeni
4,734;k;4;-23.258299999999998;31.147900000000000;Nkayeni
4,735;sb;1;-23.264600000000002;31.147900000000000;Nkayeni
4,736;r;1;-23.268799999999999;31.147900000000000;Nkayeni
4,737;r;2;-23.274999999999999;31.149999999999999;Nkayeni
4,738;r;25;-23.277100000000001;31.152100000000001;Nkayeni
4,739;r;5;-23.281300000000002;31.152100000000001;Nkayeni
4,740;r;7;-23.283300000000001;31.149999999999999;Nkayeni
4,741;r;9;-23.285399999999999;31.149999999999999;Nkayeni
4,742;k;1;-23.287500000000001;31.149999999999999;Nkayeni
4,743;r;4;-23.287500000000001;31.152100000000001;Nkayeni
4,744;r;4;-23.287500000000001;31.152100000000001;Nkayeni
4,745;r;5;-23.281300000000002;31.154199999999999;Nkayeni
4,746;r;30;-23.270800000000001;31.154199999999999;Nkayeni
4,747;k;2;-23.266700000000000;31.154199999999999;Nkayeni
4,748;r;4;-23.262499999999999;31.154199999999999;Nkayeni
4,749;r;1;-23.254200000000001;31.152100000000001;Nkayeni
4,750;k;1;-23.239599999999999;31.147900000000000;Nkayeni
4,751;r;8;-23.222899999999999;31.143699999999999;Nkayeni
4,752;r;1;-23.218800000000002;31.141700000000000;Nkayeni
4,753;kp;2;-23.214600000000001;31.141700000000000;Nkayeni
4,754;r;15;-23.206299999999999;31.139600000000002;Nkayeni
4,755;k;1;-23.191700000000001;31.135400000000001;Nkayeni
4,756;bh;1;-23.181300000000000;31.131200000000000;Nkayeni
4,757;bb;1;-23.179200000000002;31.129200000000001;Nkayeni
4,758;r;1;-23.179200000000002;31.131200000000000;Nkayeni
4,759;r;1;-23.193800000000000;31.143699999999999;Nkayeni
4,760;bh;1;-23.216699999999999;31.152100000000001;Nkayeni
4,761;r;8;-23.220800000000001;31.149999999999999;Nkayeni
4,762;r;2;-23.222899999999999;31.149999999999999;Nkayeni
4,763;r;7;-23.229199999999999;31.152100000000001;Nkayeni
4,764;kp;1;-23.237500000000001;31.154199999999999;Nkayeni
4,765;r;4;-23.250000000000000;31.156199999999998;Nkayeni
4,766;k;2;-23.254200000000001;31.158300000000001;Nkayeni
4,767;r;4;-23.262499999999999;31.160399999999999;Nkayeni
4,768;kp;1;-23.272900000000000;31.162500000000001;Nkayeni
4,769;h;1;-23.279199999999999;31.162500000000001;Nkayeni
4,770;sb;1;-23.281300000000002;31.162500000000001;Nkayeni
4,771;r;20;-23.285399999999999;31.162500000000001;Nkayeni
4,772;r;2;-23.281300000000002;31.170800000000000;Nkayeni
4,773;wb;4;-23.268799999999999;31.166699999999999;Nkayeni
4,774;v;3;-23.264600000000002;31.166699999999999;Nkayeni
4,775;r;1;-23.262499999999999;31.166699999999999;Nkayeni
4,776;r;40;-23.258299999999998;31.164600000000000;Nkayeni
4,777;v;2;-23.254200000000001;31.164600000000000;Nkayeni
4,778;s;1;-23.250000000000000;31.162500000000001;Nkayeni
4,779;r;4;-23.245799999999999;31.160399999999999;Nkayeni
4,780;r;1;-23.239599999999999;31.160399999999999;Nkayeni
4,781;r;13;-23.235399999999998;31.160399999999999;Nkayeni
4,782;bh;2;-23.227100000000000;31.158300000000001;Nkayeni
4,783;r;1;-23.222899999999999;31.158300000000001;Nkayeni
4,784;r;15;-23.218800000000002;31.158300000000001;Nkayeni
4,785;r;1;-23.206299999999999;31.152100000000001;Nkayeni
4,786;ob;1;-23.202100000000002;31.149999999999999;Nkayeni
4,787;r;2;-23.197900000000001;31.149999999999999;Nkayeni
4,788;wb;6;-23.193800000000000;31.158300000000001;Nkayeni
4,789;r;2;-23.195799999999998;31.160399999999999;Nkayeni
4,790;r;8;-23.199999999999999;31.158300000000001;Nkayeni
4,791;r;1;-23.204200000000000;31.160399999999999;Nkayeni
4,792;os;1;-23.210400000000000;31.160399999999999;Nkayeni
4,793;r;20;-23.212499999999999;31.164600000000000;Nkayeni
4,794;r;13;-23.220800000000001;31.166699999999999;Nkayeni
4,795;r;1;-23.247900000000001;31.168700000000001;Nkayeni
4,796;r;14;-23.252099999999999;31.170800000000000;Nkayeni
4,797;r;11;-23.260400000000001;31.172899999999998;Nkayeni
4,798;r;1;-23.264600000000002;31.175000000000001;Nkayeni
4,799;r;16;-23.268799999999999;31.177099999999999;Nkayeni
4,800;r;5;-23.277100000000001;31.179200000000002;Nkayeni
4,801;r;2;-23.277100000000001;31.185400000000001;Nkayeni
4,802;r;5;-23.260400000000001;31.183299999999999;Nkayeni
4,803;r;3;-23.239599999999999;31.177099999999999;Nkayeni
4,804;r;2;-23.231300000000001;31.175000000000001;Nkayeni
4,805;r;3;-23.225000000000001;31.172899999999998;Nkayeni
4,806;r;3;-23.218800000000002;31.170800000000000;Nkayeni
4,807;ba;1;-23.210400000000000;31.179200000000002;Nkayeni
4,808;r;1;-23.212499999999999;31.179200000000002;Nkayeni
4,809;r;5;-23.218800000000002;31.181200000000000;Nkayeni
4,810;r;9;-23.222899999999999;31.181200000000000;Nkayeni
4,811;r;2;-23.233300000000000;31.183299999999999;Nkayeni
4,812;r;6;-23.250000000000000;31.187500000000000;Nkayeni
4,813;r;11;-23.254200000000001;31.187500000000000;Nkayeni
4,814;r;20;-23.260400000000001;31.189599999999999;Nkayeni
4,815;r;6;-23.264600000000002;31.191700000000001;Nkayeni
4,816;r;3;-23.266700000000000;31.189599999999999;Nkayeni
4,817;r;10;-23.270800000000001;31.189599999999999;Nkayeni
4,818;bb;1;-23.274999999999999;31.191700000000001;Nkayeni
4,819;r;6;-23.279199999999999;31.191700000000001;Nkayeni
4,820;r;2;-23.237500000000001;31.189599999999999;Nkayeni
4,821;r;5;-23.214600000000001;31.185400000000001;Nkayeni
4,822;bh;1;-23.227100000000000;31.197900000000001;Nkayeni
4,823;r;5;-23.233300000000000;31.199999999999999;Nkayeni
4,824;r;20;-23.616700000000002;31.475000000000001;Makhadzi
4,825;ob;1;-23.627099999999999;31.477100000000000;Makhadzi
4,826;r;25;-23.656300000000002;31.483300000000000;Makhadzi
4,827;k;3;-23.660399999999999;31.483300000000000;Makhadzi
4,828;kp;6;-23.664600000000000;31.483300000000000;Makhadzi
4,829;k;8;-23.670800000000000;31.483300000000000;Ngodzi
4,830;o;20;-23.677099999999999;31.487500000000001;Makhadzi
4,831;o;18;-23.681300000000000;31.491700000000002;Makhadzi
4,832;k;7;-23.697900000000001;31.502099999999999;Makhadzi
4,833;r;18;-23.693800000000000;31.502099999999999;Makhadzi
4,834;o;16;-23.679200000000002;31.497900000000001;Makhadzi
4,835;o;32;-23.660399999999999;31.491700000000002;Makhadzi
4,836;ob;1;-23.608300000000000;31.481200000000001;Nshawu
4,837;ob;1;-23.631300000000000;31.487500000000001;Makhadzi
4,838;r;2;-23.699999999999999;31.510400000000001;Makhadzi
4,839;wr;6;-23.691700000000001;31.508299999999998;Makhadzi
4,840;l;10;-23.687500000000000;31.506200000000000;Makhadzi
4,841;b;250;-23.679200000000002;31.504200000000001;Makhadzi
4,842;t;2;-23.649999999999999;31.495799999999999;Makhadzi
4,843;ob;1;-23.629200000000001;31.491700000000002;Makhadzi
4,844;bh;1;-23.618800000000000;31.489599999999999;Makhadzi
4,845;k;7;-23.664600000000000;31.510400000000001;Makhadzi
4,846;k;3;-23.672899999999998;31.512499999999999;Makhadzi
4,847;k;5;-23.691700000000001;31.516700000000000;Makhadzi
4,848;st;2;-23.685400000000001;31.524999999999999;Makhadzi
4,849;vl;9;-23.666699999999999;31.520800000000001;Makhadzi
4,850;sv;2;-23.658300000000001;31.516700000000000;Makhadzi
4,851;ro;5;-23.641700000000000;31.510400000000001;Makhadzi
4,852;t;6;-23.629200000000001;31.506200000000000;Makhadzi
4,853;st;1;-23.608300000000000;31.512499999999999;Makhadzi
4,854;ja;1;-23.637499999999999;31.518699999999999;Makhadzi
4,855;wl;3;-23.645800000000001;31.522900000000000;Makhadzi
4,856;sv;2;-23.654199999999999;31.524999999999999;Makhadzi
4,857;t;7;-23.664600000000000;31.527100000000001;Makhadzi
