FID;SP;NO;LAT;LONG;NAME
0;vl;2;-23.074999999999999;31.181200000000000;Shipandi
1;k;4;-23.058299999999999;31.168700000000001;Shipandi
2;w;1;-23.052099999999999;31.181200000000000;Shipandi
3;r;3;-23.058299999999999;31.181200000000000;Shipandi
4;k;3;-23.058299999999999;31.181200000000000;Shipandi
5;r;5;-23.062500000000000;31.181200000000000;Shipandi
6;r;1;-23.068800000000000;31.181200000000000;Shipandi
7;r;10;-23.079200000000000;31.187500000000000;Shipandi
8;k;4;-23.079200000000000;31.191700000000001;Shipandi
9;r;1;-23.125000000000000;31.197900000000001;Shipandi
10;k;3;-23.125000000000000;31.204200000000000;Shipandi
11;v;5;-23.114599999999999;31.204200000000000;Shipandi
12;b;3;-23.079200000000000;31.191700000000001;Shipandi
13;k;3;-23.079200000000000;31.191700000000001;Shipandi
14;r;5;-23.068800000000000;31.191700000000001;Shipandi
15;r;4;-23.058299999999999;31.187500000000000;Shipandi
16;r;1;-23.052099999999999;31.187500000000000;Shipandi
17;r;6;-23.047899999999998;31.181200000000000;Mambawule
18;k;5;-23.047899999999998;31.187500000000000;Mambawule
19;bs;1;-23.047899999999998;31.191700000000001;Mambawule
20;r;4;-23.052099999999999;31.191700000000001;Shipandi
21;r;1;-23.058299999999999;31.197900000000001;Shipandi
22;r;2;-23.062500000000000;31.197900000000001;Shipandi
23;s;7;-23.068800000000000;31.191700000000001;Shipandi
24;sk;2;-23.062500000000000;31.191700000000001;Shipandi
25;r;8;-23.068800000000000;31.197900000000001;Shipandi
26;k;1;-23.068800000000000;31.197900000000001;Shipandi
27;k;5;-23.068800000000000;31.197900000000001;Shipandi
28;r;7;-23.074999999999999;31.204200000000000;Shipandi
29;b;60;-23.074999999999999;31.204200000000000;Shipandi
30;ko;6;-23.079200000000000;31.204200000000000;Shipandi
31;bb;6;-23.102100000000000;31.210400000000000;Shipandi
32;r;1;-23.118800000000000;31.216699999999999;Shipandi
33;wa;1;-23.125000000000000;31.222899999999999;Shipandi
34;h;2;-23.131300000000000;31.229199999999999;Shipandi
35;r;21;-23.118800000000000;31.229199999999999;Shipandi
36;r;2;-23.114599999999999;31.229199999999999;Shipandi
37;r;17;-23.114599999999999;31.222899999999999;Shipandi
38;r;12;-23.074999999999999;31.216699999999999;Shipandi
39;r;11;-23.068800000000000;31.210400000000000;Mambawule
40;k;2;-23.068800000000000;31.210400000000000;Mambawule
41;kp;1;-23.062500000000000;31.210400000000000;Mambawule
42;r;1;-23.058299999999999;31.204200000000000;Mambawule
43;r;18;-23.058299999999999;31.204200000000000;Mambawule
44;e;14;-23.068800000000000;31.222899999999999;Mambawule
45;o;18;-23.079200000000000;31.222899999999999;Shipandi
46;r;4;-23.095800000000001;31.229199999999999;Shipandi
47;r;8;-23.118800000000000;31.239599999999999;Shipandi
48;v;1;-23.118800000000000;31.245799999999999;Shipandi
49;r;1;-23.114599999999999;31.252099999999999;Shipandi
50;ko;3;-23.108300000000000;31.252099999999999;Shipandi
51;k;2;-23.108300000000000;31.252099999999999;Shipandi
52;r;25;-23.102100000000000;31.252099999999999;Shipandi
53;r;12;-23.102100000000000;31.252099999999999;Shipandi
54;k;1;-23.095800000000001;31.245799999999999;Shipandi
55;k;6;-23.095800000000001;31.252099999999999;Shipandi
56;r;30;-23.095800000000001;31.245799999999999;Shipandi
57;k;3;-23.091699999999999;31.245799999999999;Shipandi
58;e;1;-23.085400000000000;31.245799999999999;Shipandi
59;kp;3;-23.079200000000000;31.239599999999999;Shipandi
60;k;4;-23.074999999999999;31.239599999999999;Shipandi
61;k;4;-23.068800000000000;31.239599999999999;Shipandi
62;k;4;-23.062500000000000;31.239599999999999;Mambawule
63;r;6;-23.068800000000000;31.239599999999999;Shipandi
64;kp;3;-23.074999999999999;31.245799999999999;Shipandi
65;k;2;-23.085400000000000;31.245799999999999;Shipandi
66;k;6;-23.091699999999999;31.252099999999999;Shipandi
67;r;35;-23.102100000000000;31.252099999999999;Shipandi
68;r;4;-23.108300000000000;31.258299999999998;Shipandi
69;kp;1;-23.074999999999999;31.252099999999999;Shipandi
70;ob;1;-23.068800000000000;31.252099999999999;Shipandi
71;o;5;-23.058299999999999;31.252099999999999;Mambawule
72;o;13;-23.062500000000000;31.252099999999999;Shipandi
73;o;24;-23.068800000000000;31.258299999999998;Shipandi
74;r;2;-23.079200000000000;31.258299999999998;Shipandi
75;r;12;-23.085400000000000;31.264600000000002;Shipandi
76;k;4;-23.091699999999999;31.270800000000001;Shipandi
77;k;1;-23.079200000000000;31.264600000000002;Shipandi
78;k;7;-23.068800000000000;31.264600000000002;Shipandi
79;r;10;-23.068800000000000;31.264600000000002;Shipandi
80;e;2;-23.062500000000000;31.264600000000002;Shipandi
81;k;2;-23.062500000000000;31.258299999999998;Shipandi
82;e;6;-23.058299999999999;31.258299999999998;Shipandi
83;k;2;-23.041699999999999;31.258299999999998;Mambawule
84;k;10;-23.047899999999998;31.258299999999998;Shipandi
85;k;4;-23.052099999999999;31.258299999999998;Shipandi
86;e;7;-23.052099999999999;31.264600000000002;Shipandi
87;sb;1;-23.058299999999999;31.264600000000002;Shipandi
88;r;5;-23.062500000000000;31.264600000000002;Shipandi
89;r;2;-23.085400000000000;31.274999999999999;Shipandi
90;k;2;-23.085400000000000;31.274999999999999;Shipandi
91;k;4;-23.091699999999999;31.274999999999999;Shipandi
92;r;20;-23.095800000000001;31.274999999999999;Shipandi
93;r;5;-23.095800000000001;31.274999999999999;Shipandi
94;ob;1;-23.085400000000000;31.281199999999998;Shipandi
95;bb;1;-23.079200000000000;31.281199999999998;Shipandi
96;k;1;-23.079200000000000;31.274999999999999;Shipandi
97;k;1;-23.074999999999999;31.274999999999999;Shipandi
98;ob;1;-23.074999999999999;31.274999999999999;Shipandi
99;r;10;-23.062500000000000;31.274999999999999;Shipandi
100;k;1;-23.062500000000000;31.270800000000001;Shipandi
101;wb;2;-23.052099999999999;31.270800000000001;Shipandi
102;w;4;-23.052099999999999;31.270800000000001;Shipandi
103;k;2;-23.047899999999998;31.270800000000001;Shipandi
104;w;4;-23.047899999999998;31.264600000000002;Shipandi
105;r;1;-23.041699999999999;31.270800000000001;Mambawule
106;k;4;-23.047899999999998;31.274999999999999;Shipandi
107;w;5;-23.047899999999998;31.274999999999999;Shipandi
108;wl;3;-23.052099999999999;31.274999999999999;Shipandi
109;k;4;-23.058299999999999;31.281199999999998;Shipandi
110;ob;1;-23.068800000000000;31.281199999999998;Shipandi
111;r;20;-23.079200000000000;31.281199999999998;Shipandi
112;w;1;-23.095800000000001;31.287500000000001;Shipandi
113;k;1;-23.095800000000001;31.293700000000001;Shipandi
114;r;1;-23.091699999999999;31.293700000000001;Shipandi
115;r;2;-23.074999999999999;31.287500000000001;Shipandi
116;ro;4;-23.052099999999999;31.281199999999998;Shipandi
117;rk;1;-23.058299999999999;31.281199999999998;Shipandi
118;ob;1;-23.047899999999998;31.281199999999998;Shipandi
119;r;4;-23.041699999999999;31.274999999999999;Mambawule
120;r;15;-23.024999999999999;31.281199999999998;Mambawule
121;r;25;-23.031300000000002;31.281199999999998;Shipandi
122;k;3;-23.035399999999999;31.281199999999998;Mambawule
123;ob;1;-23.031300000000002;31.287500000000001;Shipandi
124;k;1;-23.035399999999999;31.281199999999998;Mambawule
125;k;7;-23.041699999999999;31.287500000000001;Shipandi
126;ob;1;-23.079200000000000;31.306200000000000;Shipandi
127;k;4;-23.095800000000001;31.312500000000000;Shipandi
128;k;8;-23.095800000000001;31.312500000000000;Shipandi
129;k;4;-23.091699999999999;31.306200000000000;Shipandi
130;k;5;-23.091699999999999;31.306200000000000;Shipandi
131;k;6;-23.091699999999999;31.306200000000000;Shipandi
132;r;2;-23.058299999999999;31.293700000000001;Shipandi
133;k;6;-23.047899999999998;31.293700000000001;Shipandi
134;k;2;-23.035399999999999;31.293700000000001;Shipandi
135;k;1;-23.035399999999999;31.293700000000001;Shipandi
136;k;4;-23.035399999999999;31.293700000000001;Shipandi
137;r;2;-23.031300000000002;31.287500000000001;Shipandi
138;r;1;-23.091699999999999;31.316700000000001;Shipandi
139;k;19;-23.085400000000000;31.312500000000000;Shipandi
140;wa;1;-23.085400000000000;31.312500000000000;Shipandi
141;k;8;-23.068800000000000;31.306200000000000;Shipandi
142;k;2;-23.047899999999998;31.306200000000000;Shipandi
143;k;7;-23.047899999999998;31.306200000000000;Shipandi
144;ob;1;-23.041699999999999;31.306200000000000;Shipandi
145;kp;1;-23.035399999999999;31.306200000000000;Shipandi
146;w;1;-23.031300000000002;31.306200000000000;Shipandi
147;r;1;-23.024999999999999;31.312500000000000;Mambawule
148;wl;1;-23.031300000000002;31.312500000000000;Shipandi
149;k;1;-23.031300000000002;31.312500000000000;Shipandi
150;k;3;-23.035399999999999;31.312500000000000;Shipandi
151;k;6;-23.035399999999999;31.312500000000000;Shipandi
152;k;1;-23.041699999999999;31.312500000000000;Shipandi
153;k;4;-23.047899999999998;31.312500000000000;Shipandi
154;k;6;-23.047899999999998;31.312500000000000;Shipandi
155;k;4;-23.052099999999999;31.316700000000001;Shipandi
156;k;4;-23.079200000000000;31.322900000000001;Shipandi
157;wl;1;-23.085400000000000;31.322900000000001;Shipandi
158;k;31;-23.091699999999999;31.322900000000001;Shipandi
159;r;3;-23.085400000000000;31.329200000000000;Shipandi
160;k;4;-23.031300000000002;31.316700000000001;Shipandi
161;k;4;-23.031300000000002;31.316700000000001;Shipandi
162;k;2;-23.024999999999999;31.316700000000001;Shipandi
163;r;2;-23.031300000000002;31.322900000000001;Shipandi
164;b;33;-23.041699999999999;31.329200000000000;Shipandi
165;b;300;-23.041699999999999;31.329200000000000;Shipandi
166;k;3;-23.052099999999999;31.329200000000000;Shipandi
167;k;4;-23.079200000000000;31.341699999999999;Shipandi
168;r;4;-23.079200000000000;31.347899999999999;Shipandi
169;d;1;-23.058299999999999;31.341699999999999;Shipandi
170;k;3;-23.047899999999998;31.335400000000000;Shipandi
171;r;1;-23.041699999999999;31.335400000000000;Shipandi
172;k;5;-23.035399999999999;31.335400000000000;Shipandi
173;k;3;-23.031300000000002;31.341699999999999;Shipandi
174;k;2;-23.062500000000000;31.347899999999999;Shipandi
175;r;2;-23.041699999999999;31.358300000000000;Shipandi
176;bh;1;-23.047899999999998;31.358300000000000;Shipandi
177;wa;1;-23.047899999999998;31.370799999999999;Shipandi
178;wa;1;-23.047899999999998;31.364599999999999;Shipandi
179;r;20;-23.041699999999999;31.377099999999999;Gadzingwe
180;r;2;-23.047899999999998;31.377099999999999;Shipandi
181;kp;1;-23.047899999999998;31.383299999999998;Shipandi
182;r;1;-23.047899999999998;31.383299999999998;Shipandi
183;kp;1;-23.091699999999999;31.399999999999999;Shipandi
184;w;2;-23.079200000000000;31.399999999999999;Shipandi
185;k;4;-23.074999999999999;31.395800000000001;Shipandi
186;r;3;-23.068800000000000;31.395800000000001;Shipandi
187;bb;1;-23.068800000000000;31.395800000000001;Shipandi
188;r;4;-23.062500000000000;31.395800000000001;Shipandi
189;r;5;-23.058299999999999;31.395800000000001;Gadzingwe
190;o;52;-23.047899999999998;31.383299999999998;Shipandi
191;r;2;-23.052099999999999;31.389600000000002;Gadzingwe
192;bh;1;-23.068800000000000;31.389600000000002;Shipandi
193;kp;1;-23.074999999999999;31.389600000000002;Shipandi
194;b;2;-23.074999999999999;31.395800000000001;Shipandi
195;w;5;-23.079200000000000;31.395800000000001;Shipandi
196;k;5;-23.079200000000000;31.395800000000001;Shipandi
197;r;4;-23.091699999999999;31.389600000000002;Shipandi
198;bb;3;-23.085400000000000;31.383299999999998;Shipandi
199;r;13;-23.085400000000000;31.383299999999998;Shipandi
200;r;2;-23.079200000000000;31.383299999999998;Shipandi
201;k;2;-23.074999999999999;31.377099999999999;Shipandi
202;ob;1;-23.068800000000000;31.370799999999999;Shipandi
203;r;17;-23.091699999999999;31.377099999999999;Shipandi
204;r;6;-23.095800000000001;31.383299999999998;Shipandi
205;k;11;-23.102100000000000;31.370799999999999;Shipandi
206;k;1;-23.095800000000001;31.370799999999999;Shipandi
207;bb;2;-23.095800000000001;31.364599999999999;Shipandi
208;w;1;-23.091699999999999;31.364599999999999;Shipandi
209;k;2;-23.085400000000000;31.364599999999999;Shipandi
210;k;6;-23.079200000000000;31.364599999999999;Shipandi
211;r;5;-23.102100000000000;31.370799999999999;Shipandi
212;r;1;-23.108300000000000;31.370799999999999;Shipandi
213;r;1;-23.114599999999999;31.370799999999999;Shipandi
214;r;1;-23.114599999999999;31.370799999999999;Shipandi
215;k;1;-23.114599999999999;31.370799999999999;Shipandi
216;ob;3;-23.118800000000000;31.377099999999999;Shipandi
217;r;30;-23.118800000000000;31.370799999999999;Shipandi
218;r;8;-23.118800000000000;31.364599999999999;Shipandi
219;k;5;-23.114599999999999;31.364599999999999;Shipandi
220;r;5;-23.108300000000000;31.364599999999999;Shipandi
221;k;13;-23.102100000000000;31.364599999999999;Shipandi
222;k;2;-23.091699999999999;31.358300000000000;Shipandi
223;k;2;-23.095800000000001;31.354199999999999;Shipandi
224;k;15;-23.108300000000000;31.358300000000000;Shipandi
225;ob;2;-23.108300000000000;31.358300000000000;Shipandi
226;r;8;-23.114599999999999;31.358300000000000;Shipandi
227;k;5;-23.118800000000000;31.364599999999999;Shipandi
228;r;18;-23.125000000000000;31.364599999999999;Shipandi
229;r;4;-23.135400000000001;31.364599999999999;Shipandi
230;r;1;-23.131300000000000;31.364599999999999;Shipandi
231;kp;1;-23.131300000000000;31.358300000000000;Shipandi
232;k;3;-23.125000000000000;31.358300000000000;Shipandi
233;wb;5;-23.125000000000000;31.358300000000000;Shipandi
234;k;6;-23.108300000000000;31.354199999999999;Shipandi
235;k;2;-23.108300000000000;31.347899999999999;Shipandi
236;k;13;-23.102100000000000;31.347899999999999;Shipandi
237;wl;1;-23.102100000000000;31.347899999999999;Shipandi
238;br;2;-23.095800000000001;31.347899999999999;Shipandi
239;r;1;-23.125000000000000;31.354199999999999;Shipandi
240;r;12;-23.131300000000000;31.354199999999999;Shipandi
241;r;6;-23.131300000000000;31.354199999999999;Shipandi
242;r;1;-23.135400000000001;31.354199999999999;Shipandi
243;w;5;-23.131300000000000;31.354199999999999;Shipandi
244;r;1;-23.135400000000001;31.358300000000000;Shipandi
245;r;3;-23.141700000000000;31.347899999999999;Shipandi
246;w;1;-23.135400000000001;31.347899999999999;Shipandi
247;r;6;-23.135400000000001;31.347899999999999;Shipandi
248;k;1;-23.131300000000000;31.341699999999999;Shipandi
249;r;1;-23.131300000000000;31.341699999999999;Shipandi
250;bb;3;-23.118800000000000;31.335400000000000;Shipandi
251;w;5;-23.114599999999999;31.335400000000000;Shipandi
252;k;5;-23.114599999999999;31.335400000000000;Shipandi
253;r;1;-23.102100000000000;31.329200000000000;Shipandi
254;k;2;-23.102100000000000;31.322900000000001;Shipandi
255;bh;1;-23.102100000000000;31.329200000000000;Shipandi
256;k;5;-23.108300000000000;31.329200000000000;Shipandi
257;s;6;-23.118800000000000;31.329200000000000;Shipandi
258;sk;2;-23.118800000000000;31.329200000000000;Shipandi
259;r;1;-23.145800000000001;31.341699999999999;Shipandi
260;w;14;-23.141700000000000;31.335400000000000;Shipandi
261;k;1;-23.141700000000000;31.335400000000000;Shipandi
262;k;3;-23.114599999999999;31.322900000000001;Shipandi
263;k;11;-23.108300000000000;31.316700000000001;Shipandi
264;k;10;-23.108300000000000;31.316700000000001;Shipandi
265;k;18;-23.102100000000000;31.316700000000001;Shipandi
266;k;9;-23.102100000000000;31.316700000000001;Shipandi
267;r;1;-23.095800000000001;31.312500000000000;Shipandi
268;k;4;-23.095800000000001;31.316700000000001;Shipandi
269;k;1;-23.095800000000001;31.316700000000001;Shipandi
270;w;1;-23.095800000000001;31.316700000000001;Shipandi
271;k;8;-23.095800000000001;31.316700000000001;Shipandi
272;w;1;-23.108300000000000;31.312500000000000;Shipandi
273;br;4;-23.114599999999999;31.312500000000000;Shipandi
274;bb;1;-23.152100000000001;31.329200000000000;Shipandi
275;r;2;-23.158300000000001;31.329200000000000;Shipandi
276;kp;1;-23.162500000000001;31.316700000000001;Shipandi
277;kp;1;-23.158300000000001;31.316700000000001;Shipandi
278;wl;2;-23.158300000000001;31.316700000000001;Shipandi
279;k;1;-23.152100000000001;31.312500000000000;Shipandi
280;k;34;-23.118800000000000;31.293700000000001;Shipandi
281;kp;3;-23.152100000000001;31.306200000000000;Shipandi
282;wl;2;-23.158300000000001;31.306200000000000;Shipandi
283;r;1;-23.158300000000001;31.312500000000000;Shipandi
284;k;3;-23.162500000000001;31.312500000000000;Shipandi
285;k;1;-23.162500000000001;31.312500000000000;Shipandi
286;wl;1;-23.118800000000000;31.281199999999998;Shipandi
287;wl;1;-23.125000000000000;31.281199999999998;Shipandi
288;k;1;-23.131300000000000;31.287500000000001;Shipandi
289;os;1;-23.162500000000001;31.287500000000001;Shipandi
290;r;1;-23.162500000000001;31.293700000000001;Shipandi
291;r;1;-23.162500000000001;31.281199999999998;Shipandi
292;k;3;-23.131300000000000;31.270800000000001;Shipandi
293;b;14;-23.125000000000000;31.270800000000001;Shipandi
294;k;2;-23.118800000000000;31.270800000000001;Shipandi
295;k;2;-23.118800000000000;31.274999999999999;Shipandi
296;b;1;-23.114599999999999;31.270800000000001;Shipandi
297;kp;4;-23.114599999999999;31.264600000000002;Shipandi
298;k;4;-23.118800000000000;31.264600000000002;Shipandi
299;r;7;-23.158300000000001;31.264600000000002;Shipandi
300;r;3;-23.141700000000000;31.258299999999998;Shipandi
301;r;2;-23.135400000000001;31.258299999999998;Shipandi
302;kp;7;-23.131300000000000;31.252099999999999;Shipandi
303;r;13;-23.135400000000001;31.239599999999999;Shipandi
304;r;1;-23.145800000000001;31.245799999999999;Shipandi
305;k;4;-23.175000000000001;31.252099999999999;Shipandi
306;w;2;-23.175000000000001;31.258299999999998;Shipandi
307;r;1;-23.179200000000002;31.258299999999998;Shipandi
308;ob;2;-23.185400000000001;31.252099999999999;Shipandi
309;r;30;-23.175000000000001;31.245799999999999;Shipandi
310;r;5;-23.168800000000001;31.245799999999999;Shipandi
311;r;2;-23.152100000000001;31.239599999999999;Shipandi
312;r;1;-23.145800000000001;31.239599999999999;Shipandi
313;bh;1;-23.152100000000001;31.233300000000000;Shipandi
314;r;2;-23.168800000000001;31.239599999999999;Shipandi
315;k;3;-23.185400000000001;31.245799999999999;Shipandi
316;r;18;-23.197900000000001;31.239599999999999;Shipandi
317;r;7;-23.191700000000001;31.239599999999999;Shipandi
318;r;2;-23.158300000000001;31.229199999999999;Shipandi
319;w;1;-23.152100000000001;31.222899999999999;Shipandi
320;wl;1;-23.141700000000000;31.222899999999999;Shipandi
321;r;3;-23.135400000000001;31.222899999999999;Shipandi
322;r;8;-23.135400000000001;31.222899999999999;Shipandi
323;ba;1;-23.131300000000000;31.222899999999999;Shipandi
324;r;4;-23.152100000000001;31.216699999999999;Shipandi
325;wl;1;-23.158300000000001;31.216699999999999;Shipandi
326;r;1;-23.185400000000001;31.233300000000000;Shipandi
327;k;1;-23.191700000000001;31.233300000000000;Shipandi
328;r;1;-23.191700000000001;31.233300000000000;Shipandi
329;wa;1;-23.197900000000001;31.233300000000000;Shipandi
330;r;1;-23.197900000000001;31.233300000000000;Shipandi
331;kp;1;-23.197900000000001;31.229199999999999;Shipandi
332;s;9;-23.191700000000001;31.229199999999999;Shipandi
333;sk;1;-23.191700000000001;31.229199999999999;Shipandi
334;ob;1;-23.185400000000001;31.229199999999999;Shipandi
335;ko;4;-23.179200000000002;31.222899999999999;Shipandi
336;k;2;-23.162500000000001;31.216699999999999;Shipandi
337;k;2;-23.141700000000000;31.210400000000000;Shipandi
338;e;2;-23.135400000000001;31.204200000000000;Shipandi
339;w;7;-23.145800000000001;31.204200000000000;Shipandi
340;k;2;-23.145800000000001;31.210400000000000;Shipandi
341;r;3;-23.152100000000001;31.210400000000000;Shipandi
342;k;3;-23.158300000000001;31.210400000000000;Shipandi
343;k;3;-23.162500000000001;31.210400000000000;Shipandi
344;bb;2;-23.168800000000001;31.210400000000000;Shipandi
345;r;10;-23.179200000000002;31.216699999999999;Shipandi
346;kp;2;-23.185400000000001;31.216699999999999;Shipandi
347;kp;2;-23.185400000000001;31.222899999999999;Shipandi
348;r;3;-23.191700000000001;31.222899999999999;Shipandi
349;r;3;-23.197900000000001;31.222899999999999;Shipandi
350;r;1;-23.197900000000001;31.222899999999999;Shipandi
351;r;1;-23.202100000000002;31.229199999999999;Shipandi
352;r;1;-23.175000000000001;31.204200000000000;Shipandi
353;br;2;-23.158300000000001;31.204200000000000;Shipandi
354;r;1;-23.141700000000000;31.197900000000001;Shipandi
355;k;2;-23.135400000000001;31.191700000000001;Shipandi
356;r;12;-23.129200000000001;31.083300000000001;Shangoni
357;st;1;-23.129200000000001;31.077100000000002;Shangoni
358;r;20;-23.158300000000001;31.077100000000002;Shangoni
359;k;4;-23.168800000000001;31.083300000000001;Shangoni
360;r;1;-23.175000000000001;31.083300000000001;Shangoni
361;kp;5;-23.187500000000000;31.083300000000001;Shangoni
362;k;2;-23.191700000000001;31.089600000000001;Shangoni
363;k;5;-23.191700000000001;31.089600000000001;Shangoni
364;r;12;-23.197900000000001;31.089600000000001;Shangoni
365;r;1;-23.204200000000000;31.083300000000001;Shangoni
366;kp;2;-23.204200000000000;31.089600000000001;Shangoni
367;ko;1;-23.204200000000000;31.089600000000001;Shangoni
368;k;11;-23.191700000000001;31.077100000000002;Shangoni
369;r;12;-23.164600000000000;31.077100000000002;Shangoni
370;r;2;-23.158300000000001;31.077100000000002;Shangoni
371;r;1;-23.152100000000001;31.077100000000002;Shangoni
372;r;1;-23.141700000000000;31.077100000000002;Shangoni
373;r;11;-23.135400000000001;31.077100000000002;Shangoni
374;r;5;-23.129200000000001;31.077100000000002;Shangoni
375;r;2;-23.125000000000000;31.077100000000002;Shangoni
376;r;2;-23.118800000000000;31.070799999999998;Shangoni
377;r;2;-23.118800000000000;31.070799999999998;Shangoni
378;r;15;-23.141700000000000;31.070799999999998;Shangoni
379;r;3;-23.158300000000001;31.070799999999998;Shangoni
380;r;10;-23.168800000000001;31.070799999999998;Shangoni
381;k;3;-23.168800000000001;31.077100000000002;Shangoni
382;r;7;-23.175000000000001;31.077100000000002;Shangoni
383;k;2;-23.175000000000001;31.077100000000002;Shangoni
384;r;2;-23.181300000000000;31.077100000000002;Shangoni
385;k;4;-23.181300000000000;31.077100000000002;Shangoni
386;r;4;-23.187500000000000;31.077100000000002;Shangoni
387;r;1;-23.187500000000000;31.077100000000002;Shangoni
388;r;5;-23.187500000000000;31.070799999999998;Shangoni
389;r;1;-23.191700000000001;31.077100000000002;Shangoni
390;kp;5;-23.191700000000001;31.070799999999998;Shangoni
391;r;5;-23.191700000000001;31.070799999999998;Shangoni
392;bb;1;-23.187500000000000;31.070799999999998;Shangoni
393;r;2;-23.175000000000001;31.070799999999998;Shangoni
394;r;1;-23.175000000000001;31.064599999999999;Shangoni
395;k;6;-23.168800000000001;31.064599999999999;Shangoni
396;r;15;-23.152100000000001;31.070799999999998;Shangoni
397;v;1;-23.129200000000001;31.064599999999999;Shangoni
398;r;1;-23.118800000000000;31.064599999999999;Shangoni
399;r;1;-23.118800000000000;31.064599999999999;Shangoni
400;k;4;-23.112500000000001;31.064599999999999;Shangoni
401;st;1;-23.125000000000000;31.058299999999999;Shangoni
402;r;10;-23.141700000000000;31.058299999999999;Shangoni
403;r;1;-23.145800000000001;31.058299999999999;Shangoni
404;k;4;-23.152100000000001;31.058299999999999;Shangoni
405;k;2;-23.152100000000001;31.058299999999999;Shangoni
406;r;5;-23.158300000000001;31.064599999999999;Shangoni
407;r;2;-23.164600000000000;31.058299999999999;Shangoni
408;r;8;-23.164600000000000;31.064599999999999;Shangoni
409;r;3;-23.168800000000001;31.064599999999999;Shangoni
410;r;15;-23.168800000000001;31.064599999999999;Shangoni
411;r;30;-23.175000000000001;31.064599999999999;Shangoni
412;r;5;-23.181300000000000;31.064599999999999;Shangoni
413;r;1;-23.181300000000000;31.064599999999999;Shangoni
414;l;2;-23.187500000000000;31.064599999999999;Shangoni
415;r;1;-23.181300000000000;31.058299999999999;Shangoni
416;k;9;-23.168800000000001;31.052099999999999;Shangoni
417;r;1;-23.145800000000001;31.052099999999999;Shangoni
418;r;9;-23.141700000000000;31.052099999999999;Shangoni
419;r;9;-23.135400000000001;31.045800000000000;Shangoni
420;r;8;-23.125000000000000;31.039600000000000;Shangoni
421;r;4;-23.168800000000001;31.045800000000000;Shangoni
422;wa;1;-23.175000000000001;31.045800000000000;Shangoni
423;bb;4;-23.187500000000000;31.039600000000000;Nkayeni
424;wa;1;-23.191700000000001;31.039600000000000;Shangoni
425;r;3;-23.191700000000001;31.045800000000000;Nkayeni
426;r;8;-23.191700000000001;31.039600000000000;Shangoni
427;r;2;-23.191700000000001;31.039600000000000;Shangoni
428;ob;1;-23.191700000000001;31.045800000000000;Nkayeni
429;kp;1;-23.187500000000000;31.033300000000001;Shangoni
430;r;2;-23.187500000000000;31.033300000000001;Shangoni
431;r;1;-23.181300000000000;31.033300000000001;Shangoni
432;k;3;-23.168800000000001;31.033300000000001;Shangoni
433;r;1;-23.164600000000000;31.033300000000001;Shangoni
434;k;6;-23.158300000000001;31.033300000000001;Shangoni
435;v;5;-23.152100000000001;31.033300000000001;Shangoni
436;r;1;-23.106300000000001;31.020800000000001;Shangoni
437;r;4;-23.112500000000001;31.027100000000001;Shangoni
438;r;1;-23.118800000000000;31.027100000000001;Shangoni
439;r;1;-23.125000000000000;31.027100000000001;Shangoni
440;r;28;-23.129200000000001;31.027100000000001;Shangoni
441;st;2;-23.135400000000001;31.027100000000001;Shangoni
442;v;7;-23.158300000000001;31.027100000000001;Shangoni
443;r;10;-23.164600000000000;31.027100000000001;Shangoni
444;bb;1;-23.168800000000001;31.027100000000001;Shangoni
445;r;20;-23.181300000000000;31.027100000000001;Shangoni
446;ko;7;-23.164600000000000;31.016700000000000;Shangoni
447;k;3;-23.164600000000000;31.016700000000000;Shangoni
448;r;15;-23.145800000000001;31.016700000000000;Shangoni
449;bb;1;-23.135400000000001;31.016700000000000;Shangoni
450;k;2;-23.118800000000000;31.016700000000000;Shangoni
451;d;1;-23.112500000000001;31.016700000000000;Shangoni
452;r;1;-23.102100000000000;31.004200000000001;Shangoni
453;r;4;-23.135400000000001;31.010400000000001;Shangoni
454;br;2;-23.141700000000000;31.010400000000001;Shangoni
455;r;3;-23.152100000000001;31.010400000000001;Shangoni
456;r;12;-23.158300000000001;31.010400000000001;Shangoni
457;w;1;-23.164600000000000;31.010400000000001;Shangoni
458;r;20;-23.164600000000000;31.010400000000001;Shangoni
459;k;5;-23.168800000000001;31.010400000000001;Shangoni
460;r;3;-23.168800000000001;31.010400000000001;Shangoni
461;k;9;-23.168800000000001;31.004200000000001;Shangoni
462;r;15;-23.164600000000000;31.004200000000001;Shangoni
463;k;8;-23.158300000000001;31.004200000000001;Shangoni
464;k;5;-23.158300000000001;31.004200000000001;Shangoni
465;r;10;-23.145800000000001;31.004200000000001;Shangoni
466;r;13;-23.145800000000001;31.004200000000001;Shangoni
467;r;5;-23.135400000000001;30.997900000000001;Shangoni
468;ob;1;-23.129200000000001;30.997900000000001;Shangoni
469;r;1;-23.106300000000001;30.997900000000001;Shangoni
470;o;18;-23.125000000000000;30.991700000000002;Shangoni
471;k;4;-23.129200000000001;30.991700000000002;Shangoni
472;k;2;-23.145800000000001;30.991700000000002;Shangoni
473;r;30;-23.152100000000001;30.991700000000002;Shangoni
474;r;5;-23.152100000000001;30.991700000000002;Shangoni
475;ob;2;-23.158300000000001;30.997900000000001;Shangoni
476;k;8;-23.164600000000000;30.991700000000002;Shangoni
477;k;8;-23.158300000000001;30.997900000000001;Shangoni
