ID;Date;Time;Latitude;Longitude;HasLeaves;DeadwoodMass;LivingWoodMass;WoodMass
7118567b-bb33-4bed-a9dc-8ff1ce44cb89;2018:01:01;02:00:00;31,76466;-24,04300;FALSE; 0,00000000;0,000000; 0,000000
258270d1-b3c6-4256-92af-5634b9916285;2018:01:01;02:00:00;31,64946;-24,25811;FALSE; 0,03460733;1,730366; 1,764974
dbdc1e70-e3d2-4a43-8934-f1b2cab44731;2018:01:01;02:00:00;31,75640;-24,01600;FALSE; 0,03623114;1,811557; 1,847788
a16d1096-b58c-41d4-a45e-a70a89847446;2018:01:01;02:00:00;31,66533;-24,21355;FALSE; 0,03242369;1,621184; 1,653608
3ad0734a-3942-410e-82ef-eed2dc79a141;2018:01:01;02:00:00;31,70376;-24,03661;FALSE; 0,03018497;1,509249; 1,539433
b521c479-bead-4b3e-93d5-b8e98591ab9e;2018:01:01;03:00:00;31,70675;-24,04785;FALSE; 0,00000000;0,000000; 0,000000
b7c75fd7-faf7-472b-8a38-cb2b3293ccb9;2018:01:01;03:00:00;31,67569;-24,27732;FALSE; 0,05426495;1,808832; 1,863097
e11f3e9c-627a-48f8-b88a-a12378879864;2018:01:01;03:00:00;31,66964;-24,26536;FALSE; 0,00000000;0,000000; 0,000000
95296d8e-a76b-4913-ba86-09addf7bf665;2018:01:01;03:00:00;31,76304;-23,98783;FALSE; 0,04771075;1,590358; 1,638069
fd487e8c-e352-4773-a3c4-b514486e3711;2018:01:01;03:00:00;31,67929;-24,16520;FALSE; 0,04697794;1,565931; 1,612909
9cfe6a13-68db-4dc0-bc02-d590853cc7f3;2018:01:01;03:00:00;31,67723;-24,04881;FALSE; 0,05061216;1,687072; 1,737684
a728dfbb-ca4b-423b-9993-b31f6b5a17bd;2018:01:01;03:00:00;31,70108;-24,15335;FALSE; 0,00000000;0,000000; 0,000000
c3a3eade-1357-4b09-8b3f-fc2201feb2e1;2018:01:01;03:00:00;31,76940;-23,99414;FALSE; 0,05035668;1,678556; 1,728913
8eb03ebc-cde5-4642-b817-042321f63c9a;2018:01:01;03:00:00;31,75345;-24,00594;FALSE; 0,00000000;0,000000; 0,000000
90a09452-62b4-4fb2-8fac-ba492acdbd35;2018:01:01;03:00:00;31,78335;-24,05001;FALSE; 0,04486388;1,495463; 1,540326
836819cd-7cd1-4659-a28b-4246aa604d0b;2018:01:01;03:00:00;31,72045;-24,14865;FALSE; 0,00000000;0,000000; 0,000000
d15ad8a1-8ac2-4b40-8c01-f11fee652e63;2018:01:01;03:00:00;31,81899;-24,02366;FALSE; 0,05058916;1,686305; 1,736895
